Occupation Code / 职业代码,Occupation Name / 职业名称,KSA ID / KSA 编号,KSA Type / KSA 类型,KSA Subcategory / KSA 子类别,KSA Unit Name (CN) / KSA 单元名称 (中文),KSA Definition (CN) / KSA 定义 (中文),Related Tasks / 关联任务
,普通高等学校教师,K001,Knowledge,,学科专业知识,特定学科领域内的核心理论、事实、概念及前沿动态的掌握程度。,T001|T004|T007
,普通高等学校教师,K002,Knowledge,,教育学理论,关于学习过程、教学策略、课程设计及评估方法的系统性知识体系。,T001|T002|T005
,普通高等学校教师,K003,Knowledge,,科学研究方法,设计实验、收集数据、分析结果及构建理论模型的逻辑框架与操作规范。,T003|T004|T007
,普通高等学校教师,S001,Skill,,教学设计,将学科知识转化为可执行的教学活动、资源与评估工具的操作能力。,T001|T002
,普通高等学校教师,S002,Skill,,学术指导,通过对话、反馈与示范，引导学生进行独立研究与思维发展的互动技巧。,T003|T006
,普通高等学校教师,S003,Skill,,课堂讲授,运用语言、肢体及多媒体工具进行知识传递、互动引导与氛围调控的现场执行能力。,T002|T008
,普通高等学校教师,A001,Ability,,创新能力,突破现有认知框架，提出新理论、新方法或解决复杂未知问题的思维潜能。,T004|T007
,普通高等学校教师,A002,Ability,,语言表达,清晰、准确且有感染力地组织语言，进行口头陈述与书面写作的生理与心理机能。,T002|T005
,普通高等学校教师,A003,Ability,,逻辑思维,运用概念、判断、推理进行严密论证、批判性分析及系统性解决问题的认知能力。,T003|T008
,高等职业学校教师,K001,Knowledge,,专业理论知识,掌握特定职业领域的基础概念、原理及最新行业规范，用于构建教学内容的理论框架。,T001|T003|T006
,高等职业学校教师,K002,Knowledge,,实践教学法,理解并掌握将理论知识转化为实训操作的教学流程、步骤及评价标准。,T001|T002|T005
,高等职业学校教师,K003,Knowledge,,行业技术标准,动态掌握所在行业的技术规范、安全标准及市场发展趋势，用于指导课程更新。,T003|T009
,高等职业学校教师,S001,Skill,,实训指导,在真实或模拟工作环境中，熟练演示并纠正学生操作设备的具体动作与技巧。,T002|T007
,高等职业学校教师,S002,Skill,,沟通协作,有效运用语言与非语言技巧，与学生、企业导师及行政人员建立信任并协调资源。,T004|T006
,高等职业学校教师,S003,Skill,,课程开发,运用认知策略将行业需求转化为结构化教学大纲与实训项目。,T001|T008
,高等职业学校教师,A001,Ability,,动手能力,具备精细操作复杂机械设备及处理突发技术故障的生理协调性。,T002|T007
,高等职业学校教师,A002,Ability,,身体协调性,在实训环境中保持长时间站立、移动及进行重复性动作的生理耐力。,T002|T007
,高等职业学校教师,A003,Ability,,组织协调,在复杂的人际互动中快速分配资源、化解冲突并达成教学目标的社会适应力。,T004|T009
,高级中学教师,K001,Knowledge,,学科专业知识,对高中特定学科（如数学、物理、语文等）的核心理论、事实及前沿发展的系统性掌握。,T001|T003|T005
,高级中学教师,K002,Knowledge,,教学实施程序,掌握备课、授课、评价及课堂管理的标准化操作流程与规范。,T001|T002|T008
,高级中学教师,K003,Knowledge,,教育战略决策,基于学生个体差异和班级整体情况，制定长期教育目标和应对突发教育危机的策略。,T004|T005|T007
,高级中学教师,S001,Skill,,教学技术操作,熟练运用多媒体工具、在线平台及实验设备进行知识传递的能力。,T001|T008
,高级中学教师,S002,Skill,,人际沟通技巧,与学生、家长及同事进行有效信息交换、情感共鸣及冲突解决的语言与非语言技能。,T002|T004|T007
,高级中学教师,S003,Skill,,认知诊断能力,通过观察和测试分析学生思维过程、学习障碍及认知发展水平的能力。,T003|T006
,高级中学教师,A001,Ability,,逻辑推理能力,在复杂教学情境中进行因果分析、归纳演绎及问题解决的高级思维潜能。,T001|T005
,高级中学教师,A002,Ability,,身体耐力,维持长时间站立授课、巡视课堂及组织活动所需的生理机能。,T002|T008
,高级中学教师,A003,Ability,,社会情感引导,感知并调节自身及他人情绪，建立信任关系并引导行为向善的内在特质。,T004|T007
,中等职业学校教师,K001,Knowledge,,专业理论与行业规范,掌握所授专业领域的核心理论、技术原理及国家职业标准。,T001|T007
,中等职业学校教师,K002,Knowledge,,职业教育实施流程,熟悉实训教学的组织步骤、设备操作规范及安全管理制度。,T002|T004
,中等职业学校教师,K003,Knowledge,,学生发展策略,理解中职学生心理特征，掌握职业生涯规划与技能习得的引导策略。,T005|T003
,中等职业学校教师,S001,Skill,,实训设备操作技能,能够熟练演示并指导学生进行专业设备的安全操作与故障排除。,T002|T008
,中等职业学校教师,S002,Skill,,师生沟通与引导,运用语言与非语言技巧建立信任，有效解决学生行为与学习问题。,T003|T005
,中等职业学校教师,S003,Skill,,教学情境分析与决策,根据课堂反馈动态调整教学节奏，识别并解决突发教学障碍。,T001|T004
,中等职业学校教师,A001,Ability,,逻辑推理与问题解决,具备快速分析复杂教学案例并制定有效解决方案的思维能力。,T004|T009
,中等职业学校教师,A002,Ability,,精细动作与身体协调,具备稳定的手部控制能力，能准确演示精密设备操作动作。,T002|T008
,中等职业学校教师,A003,Ability,,社会互动与情感共鸣,能够感知学生情绪变化，建立积极的师生关系并激发学习动机。,T003|T005
,初级中学教师,K001,Knowledge,,学科专业知识,对初中阶段特定学科（如语文、数学、英语等）的核心理论、事实与概念体系的掌握。,T001|T006
,初级中学教师,K002,Knowledge,,教育教学方法论,关于课程设计、课堂组织、教学策略及评价工具使用的程序性知识。,T001|T003
,初级中学教师,K003,Knowledge,,青少年发展心理学,理解初中生认知发展规律、心理特征及社会性需求的战略性知识。,T002|T004
,初级中学教师,S001,Skill,,教学实施技能,运用多种教学媒体与策略，将知识有效传递并转化为学生学习成果的操作能力。,T001|T007
,初级中学教师,S002,Skill,,人际沟通与辅导技能,通过语言与非语言方式建立信任，有效引导学生情感与行为的能力。,T002|T004
,初级中学教师,S003,Skill,,诊断与评价技能,分析学生作业与表现数据，识别学习障碍并制定改进策略的认知操作能力。,T003|T006
,初级中学教师,A001,Ability,,教学决策能力,在复杂多变的课堂情境中，快速判断并做出最优教学调整的心理认知潜能。,T001|T003
,初级中学教师,A002,Ability,,身体耐力与协调,维持长时间站立授课、巡视课堂及处理突发事务所需的生理机能。,T002|T005
,初级中学教师,A003,Ability,,社会情感引导能力,感知学生情绪状态，通过共情与激励建立积极师生关系的社交潜能。,T004|T005
,小学教师,K001,Knowledge,,儿童发展心理学,掌握小学阶段儿童认知、情感及社会性发展的规律与特征。,T002|T004
,小学教师,K002,Knowledge,,学科教学法,掌握将学科知识转化为适合儿童理解的教学步骤与策略。,T001|T006
,小学教师,K003,Knowledge,,课程战略规划,依据国家课程标准设计长期教学目标与个性化学习路径。,T005|T009
,小学教师,S001,Skill,,课堂讲授技能,运用语言、教具及多媒体技术有效传递知识的能力。,T001|T006
,小学教师,S002,Skill,,人际沟通技巧,与学生、家长及同事建立有效情感连接与信任关系的能力。,T004|T007
,小学教师,S003,Skill,,教育诊断能力,通过观察与分析识别学生学习障碍及行为问题的认知技能。,T003|T005
,小学教师,A001,Ability,,教学决策力,在复杂课堂情境中迅速做出最优教学调整判断的智力潜能。,T001|T003
,小学教师,A002,Ability,,身体耐力,维持长时间站立授课及组织活动所需的生理体能。,T001|T008
,小学教师,A003,Ability,,情感亲和力,自然流露关爱与耐心以赢得学生信任的社会情感潜能。,T002|T004
,幼儿园教师,K001,Knowledge,,学前教育原理,掌握幼儿园教育目标、内容、方法及组织形式的基础理论知识。,T001|T003
,幼儿园教师,K002,Knowledge,,儿童心理发展规律,理解0-6岁儿童认知、情感、社会性发展的阶段性特征与个体差异。,T002|T006
,幼儿园教师,K003,Knowledge,,卫生保健与安全管理,掌握幼儿常见病预防、急救处理及幼儿园环境安全管理的操作规范。,T004|T007
,幼儿园教师,S001,Skill,,教学活动设计,能够根据幼儿年龄特点，将教育目标转化为具体的游戏化教学方案。,T001|T003
,幼儿园教师,S002,Skill,,家园沟通技巧,运用倾听、共情与表达技巧，有效解决家长疑虑并建立信任关系。,T005|T006
,幼儿园教师,S003,Skill,,行为观察与评估,运用专业工具与观察法，准确识别并记录幼儿行为背后的发展需求。,T002|T006
,幼儿园教师,A001,Ability,,教育创造力,在突发情境下灵活调整教学策略，创造性地解决教育难题的能力。,T003|T001
,幼儿园教师,A002,Ability,,身体协调与耐力,具备长时间站立、弯腰、奔跑及处理突发体力冲突的身体素质。,T004|T007
