occupation_code,occupation_name,ksa_id,ksa_type,ksa_unit_name,ksa_definition,subcategory,related_tasks,semantic_cluster_id
2-02-15-06,无线电航标操作与维护工程技术人员,S001,Skill,硬件故障修复与设备调试,能够熟练运用专业工具对无线电航标设备进行物理拆解、元件更换及参数校准。,Technical,T002|T003,CL0957
2-02-15-06,无线电航标操作与维护工程技术人员,S002,Skill,跨部门技术沟通与协调,能够清晰表达技术需求，协调通信、海事等部门进行联合测试与系统联调。,Interpersonal,T006|T008,CL0958
2-02-15-06,无线电航标操作与维护工程技术人员,S003,Skill,复杂数据模式识别与分析,能够从监测数据中快速识别异常模式，推断潜在故障原因并生成分析报告。,Cognitive,T001|T004,CL0959
2-02-15-06,无线电航标操作与维护工程技术人员,A001,Ability,突发状况下的快速决策力,在信息不全或环境恶劣的紧急情况下，迅速做出正确判断并执行应急措施。,Cognitive,T005|T002,CL0960
2-02-15-06,无线电航标操作与维护工程技术人员,A002,Ability,户外作业体能与精细操作能力,具备在海上或恶劣天气环境下进行长时间站立、攀爬及精细电路操作的体力与手眼协调能力。,Physical,T001|T002,CL0961
2-02-15-06,无线电航标操作与维护工程技术人员,A003,Ability,团队协作与责任共担意识,在涉及多方联动的任务中，能够建立信任关系，确保团队目标一致并共同承担安全责任。,Social,T006|T008,CL0962
2-02-15-07,视觉航标工程技术人员,K001,Knowledge,航标光学与能源系统原理,掌握航标灯具的光学特性、能源转换效率及系统运行机理的陈述性知识。,Declarative,T001|T003,CL0963
2-02-15-07,视觉航标工程技术人员,K002,Knowledge,航标布设与维护操作规程,熟悉航标设备从选址、安装到日常检修的标准作业流程与规范。,Procedural,T002|T004,CL0964
2-02-15-07,视觉航标工程技术人员,K003,Knowledge,海事安全法规与工程规划,理解国家海事安全法规、航标设置规划原则及应急处理策略的战略知识。,Strategic,T001|T006,CL0965
2-02-15-07,视觉航标工程技术人员,S001,Skill,航标设备现场检修技能,能够熟练运用工具对航标光学与能源部件进行拆卸、更换与调试的操作性技能。,Technical,T002|T004,CL0966
2-02-15-07,视觉航标工程技术人员,S002,Skill,多方资源协调沟通技能,在紧急抢修或项目推进中与海事部门、施工队及管理层进行有效沟通协作的能力。,Interpersonal,T006|T007,CL0967
2-02-15-07,视觉航标工程技术人员,S003,Skill,故障诊断与逻辑推理技能,基于现象数据快速定位故障根源并推导最优维修方案的认知处理技能。,Cognitive,T004|T009,CL0758
2-02-15-07,视觉航标工程技术人员,A001,Ability,复杂问题识别与解决能力,在多变的海事环境中敏锐识别潜在风险并迅速制定解决方案的智力潜能。,Cognitive,T004|T009,CL0968
2-02-15-07,视觉航标工程技术人员,A002,Ability,精细动手操作能力,在狭窄或高空等复杂环境下进行精密仪器安装与调试的肢体协调与力量控制能力。,Physical,T002|T007,CL0969
2-02-15-07,视觉航标工程技术人员,A003,Ability,职业责任感与信任构建能力,在涉及公共安全的航标工程中建立客户信任并坚守职业伦理的社会心理能力。,Social,T006|T010,CL0970
2-02-15-08,道路交通工程技术人员,K001,Knowledge,Traffic Engineering Principles,"Declarative knowledge regarding traffic flow theory, road capacity, and safety standards.",Declarative,T001|T003,CL0971
2-02-15-08,道路交通工程技术人员,K002,Knowledge,Road Design Methodologies,"Procedural knowledge of geometric design, pavement engineering, and construction standards.",Procedural,T002|T008,CL0972
2-02-15-08,道路交通工程技术人员,K003,Knowledge,Strategic Safety Management,Strategic knowledge for prioritizing safety interventions and long-term network planning.,Strategic,T005|T010,CL0973
2-02-15-08,道路交通工程技术人员,S001,Skill,Engineering Design Software Proficiency,"Technical skill to operate CAD, GIS, and simulation tools for road planning.",Technical,T002|T007,CL0974
2-02-15-08,道路交通工程技术人员,S002,Skill,Stakeholder Communication,"Interpersonal skill to negotiate with government bodies, contractors, and the public.",Interpersonal,T004|T008,CL0253
2-02-15-08,道路交通工程技术人员,S003,Skill,Analytical Problem Solving,Cognitive skill to interpret complex data and synthesize solutions for traffic issues.,Cognitive,T001|T003,CL0016
2-02-15-08,道路交通工程技术人员,A001,Ability,Spatial Visualization,Cognitive ability to mentally manipulate 3D road geometries and infrastructure layouts.,Cognitive,T002|T005,CL0334
2-02-15-08,道路交通工程技术人员,A002,Ability,Field Inspection Endurance,Physical ability to conduct site visits and inspect infrastructure under varying weather conditions.,Physical,T006|T008,CL0975
2-02-15-08,道路交通工程技术人员,A003,Ability,Ethical Decision Making,"Social ability to balance public safety, economic efficiency, and environmental impact in decisions.",Social,T004|T010,CL0661
2-02-15-09,公路养护工程技术人员,K001,Knowledge,Road Engineering Standards,Declarative knowledge of national and local regulations regarding highway maintenance specifications and safety codes.,Declarative,T001|T005,CL0976
2-02-15-09,公路养护工程技术人员,K002,Knowledge,Maintenance Methodologies,"Procedural knowledge of specific techniques for repairing pavement, bridges, and drainage systems.",Procedural,T002|T004,CL0977
2-02-15-09,公路养护工程技术人员,K003,Knowledge,Strategic Lifecycle Planning,"Strategic understanding of long-term asset management, cost-benefit analysis, and sustainability goals.",Strategic,T002|T008,CL0978
2-02-15-09,公路养护工程技术人员,S001,Skill,Inspection Instrumentation,Technical proficiency in operating testing equipment and interpreting sensor data for structural health.,Technical,T001|T003,CL0979
2-02-15-09,公路养护工程技术人员,S002,Skill,Stakeholder Communication,"Interpersonal ability to negotiate timelines, explain technical risks, and coordinate with government and public entities.",Interpersonal,T006|T010,CL0253
2-02-15-09,公路养护工程技术人员,S003,Skill,Diagnostic Reasoning,"Cognitive skill to synthesize inspection data, identify root causes, and formulate logical repair strategies.",Cognitive,T001|T008,CL0555
2-02-15-09,公路养护工程技术人员,A001,Ability,Analytical Judgment,"Cognitive capacity to evaluate complex, conflicting data points to make high-stakes engineering decisions.",Cognitive,T002|T008,CL0980
2-02-15-09,公路养护工程技术人员,A002,Ability,Field Mobility,"Physical ability to navigate construction sites, operate in varying weather conditions, and perform manual checks.",Physical,T003|T004,CL0435
2-02-15-09,公路养护工程技术人员,A003,Ability,Conflict Resolution,"Social ability to mediate disputes between contractors, authorities, and the public during emergency repairs.",Social,T006|T010,CL0981
2-02-16-01,民用航空器维修与适航工程技术人员,K001,Knowledge,航空器结构与系统原理,掌握民用航空器各系统（液压、电气、航电等）的构造、功能及相互作用的理论事实。,Declarative,T001|T003,CL0982
2-02-16-01,民用航空器维修与适航工程技术人员,K002,Knowledge,适航法规与维修程序,熟悉民航局发布的维修手册、适航指令及标准作业程序的执行步骤与规范。,Procedural,T002|T004,CL0983
2-02-16-01,民用航空器维修与适航工程技术人员,K003,Knowledge,航空安全风险管理策略,理解如何通过系统性分析预防事故，制定长期维修规划以平衡安全与成本。,Strategic,T002|T007,CL0984
2-02-16-01,民用航空器维修与适航工程技术人员,S001,Skill,精密仪器操作与故障诊断,熟练运用专用工具、检测设备及软件进行部件拆装、测试与故障定位的操作技巧。,Technical,T001|T003,CL0985
2-02-16-01,民用航空器维修与适航工程技术人员,S002,Skill,跨部门沟通与协调,与飞行员、地勤、制造商及监管机构进行有效信息交换与资源协调的软技能。,Interpersonal,T006|T008,CL0986
2-02-16-01,民用航空器维修与适航工程技术人员,S003,Skill,复杂逻辑推理与决策,在信息不全或时间紧迫条件下，运用逻辑分析快速制定最优维修策略的能力。,Cognitive,T002|T004,CL0987
2-02-16-01,民用航空器维修与适航工程技术人员,A001,Ability,系统性故障分析能力,从现象推导本质，识别潜在隐患并构建因果链条的深层认知潜能。,Cognitive,T003|T007,CL0988
2-02-16-01,民用航空器维修与适航工程技术人员,A002,Ability,精细手部操作与空间感知,在狭小空间内精确控制手部动作，感知部件间隙与力度的生理机能。,Physical,T001|T006,CL0989
2-02-16-01,民用航空器维修与适航工程技术人员,A003,Ability,职业伦理与责任判断,在面临安全与效率冲突时，坚守职业道德并做出符合公众利益判断的社会心理特质。,Social,T004|T008,CL0990
2-02-16-02,民航空中交通管理工程技术人员,K001,Knowledge,空中交通管制法规体系,掌握国际民航组织及本国关于空域管理、飞行规则、法律责任的成文法规与标准。,Declarative,T001|T004|T006,CL0991
2-02-16-02,民航空中交通管理工程技术人员,K002,Knowledge,雷达与通信系统操作程序,理解并执行雷达数据处理、导航设备校准及通信链路建立的具体操作步骤与逻辑。,Procedural,T002|T007,CL0992
2-02-16-02,民航空中交通管理工程技术人员,K003,Knowledge,空域流量战略优化理论,掌握基于气象、空域容量及航空器性能进行宏观流量分配与长期规划的战略知识。,Strategic,T003|T008,CL0993
2-02-16-02,民航空中交通管理工程技术人员,S001,Skill,雷达数据解析与设备调试,熟练运用专业软件与硬件工具，从海量雷达回波中识别目标并排除干扰的技术能力。,Technical,T002|T007,CL0994
2-02-16-02,民航空中交通管理工程技术人员,S002,Skill,多方协同沟通技巧,在高压环境下，使用标准术语与机组、地面单位及同事进行清晰、准确且及时的口头与书面交流。,Interpersonal,T001|T005,CL0995
2-02-16-02,民航空中交通管理工程技术人员,S003,Skill,复杂程序设计与建模,利用数学模型与仿真工具，设计符合安全标准的航空器进离场航线及空域结构。,Cognitive,T004|T008,CL0996
2-02-16-02,民航空中交通管理工程技术人员,A001,Ability,动态空间思维与态势感知,在脑海中实时构建并更新三维空域中多航空器的相对位置、速度及意图的心理能力。,Cognitive,T001|T002,CL0997
2-02-16-02,民航空中交通管理工程技术人员,A002,Ability,高压环境下的快速决策,在信息不完全或时间紧迫的危机情境下，迅速做出最优选择并承担后果的生理与心理反应能力。,Cognitive,T001|T003,CL0998
2-02-16-02,民航空中交通管理工程技术人员,A003,Ability,人际信任构建与冲突化解,通过非语言线索与语言艺术，在紧急状况下建立权威感并平息机组或同事焦虑的社会能力。,Social,T005|T010,CL0999
