Occupation Code / 职业代码,Occupation Name / 职业名称,Task ID / 任务编号,Task Description (CN) / 任务描述 (中文),Weight Category / 权重类别,Weight Percentage / 权重百分比,Substitutivity (0-1) / 替代性 (0-1 分制),Augmentation (0-1) / 增强性 (0-1 分制),Complementarity (0-1) / 互补性 (0-1 分制),Substitutivity (1-5) / 替代性 (1-5 分制),Augmentation (1-5) / 增强性 (1-5 分制),Complementarity (1-5) / 互补性 (1-5 分制)
,手语翻译,T001,Convert spoken language into sign language,Primary,0.12,0.35,0.75,0.65,2,4,4
,手语翻译,T002,Interpret sign language into spoken language,Primary,0.12,0.35,0.75,0.65,2,4,4
,手语翻译,T003,Explain deaf culture norms to hearing participants,Primary,0.12,0.15,0.4,0.85,2,3,4
,手语翻译,T004,Monitor non-verbal cues and adjust translation dynamically,Primary,0.12,0.2,0.5,0.8,2,3,4
,手语翻译,T005,Facilitate communication flow between parties,Primary,0.12,0.25,0.6,0.75,2,3,4
,手语翻译,T006,Research specialized terminology for specific contexts,Secondary,0.1,0.8,0.9,0.3,4,5,2
,手语翻译,T007,Document translation records and feedback,Secondary,0.1,0.9,0.85,0.2,5,4,2
,手语翻译,T008,Maintain professional confidentiality and ethics,Secondary,0.1,0.1,0.3,0.9,1,2,5
,手语翻译,T009,Prepare equipment and workspace for sessions,Ancillary,0.05,0.95,0.2,0.1,5,2,1
,手语翻译,T010,Update personal knowledge base on language trends,Ancillary,0.05,0.7,0.8,0.4,4,4,3
,文献信息专业人员,T001,Classify and catalog physical and digital resources,Primary,0.12,0.85,0.9,0.15,4,5,2
,文献信息专业人员,T002,Conduct complex information retrieval and reference consultations,Primary,0.12,0.6,0.8,0.4,3,4,3
,文献信息专业人员,T003,Manage and maintain digital database integrity,Primary,0.12,0.75,0.85,0.25,4,4,2
,文献信息专业人员,T004,Design and implement information literacy training programs,Primary,0.12,0.3,0.7,0.7,2,4,4
,文献信息专业人员,T005,Curate and preserve specialized archival collections,Primary,0.12,0.4,0.6,0.6,3,3,3
,文献信息专业人员,T006,Analyze user behavior and information usage trends,Secondary,0.1,0.7,0.8,0.3,4,4,2
,文献信息专业人员,T007,Evaluate and select new information resources,Secondary,0.1,0.5,0.7,0.5,3,4,3
,文献信息专业人员,T008,Resolve complex user information disputes,Secondary,0.1,0.2,0.4,0.8,2,3,4
,文献信息专业人员,T009,Update and verify bibliographic records,Ancillary,0.05,0.9,0.95,0.1,5,5,1
,文献信息专业人员,T010,Prepare administrative reports on collection status,Ancillary,0.05,0.8,0.85,0.2,4,4,2
,微缩摄影专业人员,T001,操作微缩摄影设备拍摄文献,Primary,0.12,0.35,0.75,0.65,2,4,4
,微缩摄影专业人员,T002,执行胶片化学冲洗工艺,Primary,0.12,0.2,0.5,0.8,2,3,4
,微缩摄影专业人员,T003,转换微缩胶片为数字格式,Primary,0.12,0.85,0.9,0.4,4,5,3
,微缩摄影专业人员,T004,鉴定文献保存价值与状态,Primary,0.12,0.4,0.6,0.7,3,3,4
,微缩摄影专业人员,T005,维护微缩摄影设备运行,Primary,0.12,0.3,0.55,0.75,2,3,4
,微缩摄影专业人员,T006,编制微缩摄影技术操作规范,Secondary,0.1,0.7,0.85,0.5,4,4,3
,微缩摄影专业人员,T007,评估微缩影像质量与清晰度,Secondary,0.1,0.55,0.7,0.6,3,4,3
,微缩摄影专业人员,T008,向用户解释微缩技术原理,Secondary,0.1,0.8,0.6,0.4,4,3,3
,微缩摄影专业人员,T009,整理微缩摄影档案目录,Ancillary,0.05,0.9,0.8,0.3,5,4,2
,微缩摄影专业人员,T010,记录微缩摄影项目日志,Ancillary,0.05,0.95,0.75,0.25,5,4,2
,档案专业人员,T001,整理档案实体,Primary,0.12,0.25,0.6,0.7,2,3,4
,档案专业人员,T002,编目档案信息,Primary,0.12,0.85,0.9,0.4,4,5,3
,档案专业人员,T003,修复受损档案,Primary,0.12,0.1,0.3,0.85,1,2,4
,档案专业人员,T004,数字化档案内容,Primary,0.12,0.75,0.85,0.5,4,4,3
,档案专业人员,T005,保管档案环境,Primary,0.12,0.3,0.7,0.65,2,4,4
,档案专业人员,T006,制定档案策略,Secondary,0.1,0.4,0.6,0.8,3,3,4
,档案专业人员,T007,响应查阅需求,Secondary,0.1,0.5,0.75,0.7,3,4,4
,档案专业人员,T008,培训档案人员,Secondary,0.1,0.2,0.4,0.9,2,3,5
,档案专业人员,T009,审计档案合规,Ancillary,0.05,0.6,0.8,0.6,3,4,3
,档案专业人员,T010,维护档案系统,Ancillary,0.05,0.7,0.85,0.5,4,4,3
,考古专业人员,T001,Execute field excavation operations,Primary,0.12,0.15,0.4,0.85,2,3,4
,考古专业人员,T002,Analyze stratigraphic layers and artifacts,Primary,0.12,0.3,0.75,0.7,2,4,4
,考古专业人员,T003,Document excavation findings and contexts,Primary,0.12,0.45,0.8,0.65,3,4,4
,考古专业人员,T004,Synthesize research into academic reports,Primary,0.12,0.6,0.9,0.55,3,5,3
,考古专业人员,T005,Formulate research hypotheses and strategies,Primary,0.12,0.2,0.5,0.8,2,3,4
,考古专业人员,T006,Coordinate with heritage management agencies,Secondary,0.1,0.1,0.3,0.9,1,2,5
,考古专业人员,T007,Preserve and restore fragile artifacts,Secondary,0.1,0.05,0.35,0.95,1,2,5
,考古专业人员,T008,Conduct literature reviews and data mining,Secondary,0.1,0.7,0.95,0.4,4,5,3
,考古专业人员,T009,Mentor junior field staff and students,Ancillary,0.05,0.05,0.2,0.95,1,2,5
,考古专业人员,T010,Maintain equipment and safety protocols,Ancillary,0.05,0.3,0.4,0.6,2,3,3
,文物藏品专业人员,T001,鉴定文物真伪与年代,Primary,0.12,0.15,0.45,0.85,2,3,4
,文物藏品专业人员,T002,登记藏品信息并建立档案,Primary,0.12,0.8,0.9,0.2,4,5,2
,文物藏品专业人员,T003,保管文物并实施环境控制,Primary,0.12,0.3,0.6,0.7,2,3,4
,文物藏品专业人员,T004,研究文物历史价值与背景,Primary,0.12,0.25,0.75,0.75,2,4,4
,文物藏品专业人员,T005,制定藏品保护与修复方案,Primary,0.12,0.1,0.5,0.9,1,3,5
,文物藏品专业人员,T006,审核藏品出入库记录,Secondary,0.1,0.7,0.85,0.3,4,4,2
,文物藏品专业人员,T007,解释藏品文化价值给公众,Secondary,0.1,0.4,0.6,0.6,3,3,3
,文物藏品专业人员,T008,整理文物分类目录,Secondary,0.1,0.85,0.8,0.15,4,4,2
,文物藏品专业人员,T009,维护藏品库房安全设施,Ancillary,0.05,0.2,0.4,0.8,2,3,4
,文物藏品专业人员,T010,撰写藏品研究学术报告,Ancillary,0.05,0.35,0.7,0.65,2,4,4
,可移动文物保护专业人员,T001,Conduct condition surveys on movable cultural relics,Primary,0.12,0.35,0.75,0.65,2,4,4
,可移动文物保护专业人员,T002,Formulate restoration designs based on material analysis,Primary,0.12,0.2,0.8,0.8,2,4,4
,可移动文物保护专业人员,T003,Execute physical restoration interventions on artifacts,Primary,0.12,0.15,0.4,0.85,2,3,4
,可移动文物保护专业人员,T004,Evaluate restoration effectiveness and long-term stability,Primary,0.12,0.4,0.7,0.6,3,4,3
,可移动文物保护专业人员,T005,Document conservation processes and generate technical reports,Primary,0.12,0.6,0.9,0.4,3,5,3
,可移动文物保护专业人员,T006,Analyze chemical composition of deteriorating materials,Secondary,0.1,0.5,0.85,0.5,3,4,3
,可移动文物保护专业人员,T007,Design preventive conservation strategies for storage environments,Secondary,0.1,0.45,0.75,0.55,3,4,3
,可移动文物保护专业人员,T008,Collaborate with curators to prioritize conservation projects,Secondary,0.1,0.25,0.5,0.75,2,3,4
,可移动文物保护专业人员,T009,Maintain inventory records and cataloging systems,Ancillary,0.05,0.8,0.95,0.2,4,5,2
,可移动文物保护专业人员,T010,Research historical context and provenance of artifacts,Ancillary,0.05,0.55,0.8,0.45,3,4,3
,不可移动文物保护专业人员,T001,勘察古建结构现状,Primary,0.12,0.3,0.75,0.8,2,4,4
,不可移动文物保护专业人员,T002,设计文物保护方案,Primary,0.12,0.2,0.85,0.85,2,4,4
,不可移动文物保护专业人员,T003,管理古建施工过程,Primary,0.12,0.15,0.6,0.7,2,3,4
,不可移动文物保护专业人员,T004,分析岩土工程数据,Primary,0.12,0.4,0.9,0.6,3,5,3
,不可移动文物保护专业人员,T005,协调多方利益相关者,Primary,0.12,0.1,0.4,0.9,1,3,5
,不可移动文物保护专业人员,T006,编制古建保护报告,Secondary,0.1,0.6,0.8,0.5,3,4,3
,不可移动文物保护专业人员,T007,评估历史价值风险,Secondary,0.1,0.25,0.5,0.75,2,3,4
,不可移动文物保护专业人员,T008,维护古建档案记录,Secondary,0.1,0.7,0.7,0.4,4,4,3
,不可移动文物保护专业人员,T009,整理勘察原始数据,Ancillary,0.05,0.8,0.6,0.3,4,3,2
,不可移动文物保护专业人员,T010,归档施工验收文档,Ancillary,0.05,0.85,0.5,0.25,4,3,2
,文物展陈专业人员,T001,策划文物展览主题与叙事逻辑,Primary,0.12,0.15,0.75,0.85,2,4,4
,文物展陈专业人员,T002,设计文物空间布局与视觉动线,Primary,0.12,0.3,0.8,0.7,2,4,4
,文物展陈专业人员,T003,组织文物征集与借展协调工作,Primary,0.12,0.1,0.4,0.9,1,3,5
,文物展陈专业人员,T004,撰写展览说明牌与教育解说文本,Primary,0.12,0.65,0.95,0.5,4,5,3
,文物展陈专业人员,T005,审核文物展陈安全与保存环境,Primary,0.12,0.2,0.6,0.8,2,3,4
,文物展陈专业人员,T006,评估观众反馈与展览教育效果,Secondary,0.1,0.45,0.7,0.6,3,4,3
,文物展陈专业人员,T007,维护展览档案与数字化记录,Secondary,0.1,0.7,0.85,0.4,4,4,3
,文物展陈专业人员,T008,协调策展团队内部沟通与分工,Secondary,0.1,0.25,0.5,0.75,2,3,4
,文物展陈专业人员,T009,整理展览物资与设备清单,Ancillary,0.05,0.8,0.9,0.3,4,5,2
,文物展陈专业人员,T010,归档展览过程文档与影像资料,Ancillary,0.05,0.85,0.8,0.35,4,4,2
,行政办事员,T001,草拟行政公文与报告,Primary,0.12,0.85,0.9,0.15,4,5,2
,行政办事员,T002,接待来访人员并处理咨询,Primary,0.12,0.15,0.4,0.85,2,3,4
,行政办事员,T003,执行档案整理与数据录入,Primary,0.12,0.95,0.95,0.05,5,5,1
,行政办事员,T004,开展基层情况调查研究,Primary,0.12,0.3,0.6,0.7,2,3,4
,行政办事员,T005,协调跨部门行政事务,Primary,0.12,0.2,0.5,0.8,2,3,4
,行政办事员,T006,审核文件合规性与逻辑,Secondary,0.1,0.6,0.75,0.4,3,4,3
,行政办事员,T007,维护办公系统日常运行,Secondary,0.1,0.8,0.85,0.2,4,4,2
,行政办事员,T008,处理突发行政纠纷,Secondary,0.1,0.1,0.3,0.9,1,2,5
,行政办事员,T009,归档历史会议记录,Ancillary,0.05,0.98,0.98,0.02,5,5,1
,行政办事员,T010,协助制定部门年度计划,Ancillary,0.05,0.4,0.65,0.6,3,4,3
,政务服务办事员,T001,审核申请材料合规性,Primary,0.12,0.35,0.85,0.65,2,4,4
,政务服务办事员,T002,解答群众政策咨询,Primary,0.12,0.45,0.75,0.55,3,4,3
,政务服务办事员,T003,引导办事人员操作流程,Primary,0.12,0.2,0.6,0.8,2,3,4
,政务服务办事员,T004,录入业务数据至系统,Primary,0.12,0.9,0.95,0.1,5,5,1
,政务服务办事员,T005,处理特殊疑难业务,Primary,0.12,0.15,0.5,0.85,2,3,4
,政务服务办事员,T006,协助弱势群体办理业务,Secondary,0.1,0.1,0.4,0.9,1,3,5
,政务服务办事员,T007,整理归档业务档案,Secondary,0.1,0.8,0.7,0.2,4,4,2
,政务服务办事员,T008,维护服务窗口秩序,Secondary,0.1,0.25,0.3,0.45,2,2,3
,政务服务办事员,T009,更新内部知识库内容,Ancillary,0.05,0.75,0.8,0.25,4,4,2
,政务服务办事员,T010,反馈服务改进建议,Ancillary,0.05,0.3,0.6,0.7,2,3,4
,统计调查员,T001,设计抽样方案与问卷结构,Primary,0.12,0.35,0.75,0.65,2,4,4
,统计调查员,T002,执行实地数据采集与访问,Primary,0.12,0.15,0.4,0.85,2,3,4
,统计调查员,T003,清洗与整理原始调查数据,Primary,0.12,0.85,0.9,0.2,4,5,2
,统计调查员,T004,构建统计模型并分析数据趋势,Primary,0.12,0.6,0.8,0.5,3,4,3
,统计调查员,T005,撰写调查报告与政策建议,Primary,0.12,0.45,0.7,0.6,3,4,3
,统计调查员,T006,监控调查过程质量与进度,Secondary,0.1,0.2,0.55,0.8,2,3,4
,统计调查员,T007,维护受访者隐私与数据安全,Secondary,0.1,0.3,0.6,0.7,2,3,4
,统计调查员,T008,归档历史数据与更新知识库,Secondary,0.1,0.9,0.85,0.15,5,4,2
,统计调查员,T009,协调外部合作方与资源调度,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,统计调查员,T010,校准调查工具与设备维护,Ancillary,0.05,0.4,0.5,0.6,3,3,3
,社团会员管理员,T001,维护会员档案数据库,Primary,0.12,0.85,0.9,0.4,4,5,3
,社团会员管理员,T002,执行会费收缴与账务核对,Primary,0.12,0.95,0.95,0.3,5,5,2
,社团会员管理员,T003,策划并执行会员会议活动,Primary,0.12,0.3,0.75,0.8,2,4,4
,社团会员管理员,T004,拓展新会员并建立信任关系,Primary,0.12,0.15,0.5,0.9,2,3,5
,社团会员管理员,T005,制定会员服务改进策略,Primary,0.12,0.4,0.8,0.7,3,4,4
,社团会员管理员,T006,处理会员投诉与纠纷调解,Secondary,0.1,0.2,0.6,0.85,2,3,4
,社团会员管理员,T007,撰写会员服务通知与通讯,Secondary,0.1,0.7,0.85,0.5,4,4,3
,社团会员管理员,T008,归档历史会议记录与决议,Secondary,0.1,0.8,0.7,0.4,4,4,3
,社团会员管理员,T009,协调志愿者与外部合作伙伴,Ancillary,0.05,0.25,0.65,0.8,2,4,4
,社团会员管理员,T010,整理社团内部规章制度文档,Ancillary,0.05,0.75,0.6,0.45,4,3,3
,劝募员,T001,宣讲慈善项目价值,Primary,0.12,0.35,0.75,0.65,2,4,4
,劝募员,T002,构建捐赠者信任关系,Primary,0.12,0.15,0.4,0.85,2,3,4
,劝募员,T003,制定多元化募捐方案,Primary,0.12,0.45,0.8,0.55,3,4,3
,劝募员,T004,管理捐赠资金流向,Primary,0.12,0.6,0.7,0.4,3,4,3
,劝募员,T005,执行慈善法规合规审查,Primary,0.12,0.55,0.65,0.45,3,4,3
,劝募员,T006,协调外部合作伙伴资源,Secondary,0.1,0.2,0.5,0.8,2,3,4
,劝募员,T007,分析捐赠行为数据,Secondary,0.1,0.7,0.85,0.3,4,4,2
,劝募员,T008,维护捐赠者档案信息,Secondary,0.1,0.8,0.6,0.2,4,3,2
,劝募员,T009,撰写项目结项报告,Ancillary,0.05,0.75,0.7,0.25,4,4,2
,劝募员,T010,整理会议记录与文档,Ancillary,0.05,0.9,0.5,0.1,5,3,1
,机要员,T001,登记并分类机要文件,Primary,0.12,0.15,0.85,0.8,2,4,4
,机要员,T002,执行机要文件分送流程,Primary,0.12,0.1,0.75,0.85,1,4,4
,机要员,T003,实施保密操作规范,Primary,0.12,0.05,0.6,0.9,1,3,5
,机要员,T004,处理文件流转异常,Primary,0.12,0.2,0.7,0.8,2,4,4
,机要员,T005,维护保密法规合规性,Primary,0.12,0.1,0.5,0.9,1,3,5
,机要员,T006,核对文件流转记录,Secondary,0.1,0.4,0.9,0.6,3,5,3
,机要员,T007,保管涉密载体设备,Secondary,0.1,0.05,0.3,0.95,1,2,5
,机要员,T008,响应保密审计询问,Secondary,0.1,0.15,0.65,0.85,2,4,4
,机要员,T009,整理归档历史文件,Ancillary,0.05,0.6,0.8,0.4,3,4,3
,机要员,T010,维护办公环境安全,Ancillary,0.05,0.1,0.4,0.9,1,3,5
,秘书,T001,撰写与校对公文,Primary,0.12,0.85,0.9,0.15,4,5,2
,秘书,T002,组织与协调会议,Primary,0.12,0.3,0.75,0.7,2,4,4
,秘书,T003,接待来访与沟通联络,Primary,0.12,0.15,0.4,0.85,2,3,4
,秘书,T004,管理档案与文档归档,Primary,0.12,0.7,0.8,0.3,4,4,2
,秘书,T005,操作与维护办公设备,Primary,0.12,0.4,0.5,0.6,3,3,3
,秘书,T006,处理日常行政事务,Secondary,0.1,0.6,0.7,0.4,3,4,3
,秘书,T007,整理会议记录,Secondary,0.1,0.75,0.85,0.25,4,4,2
,秘书,T008,维护办公环境秩序,Secondary,0.1,0.2,0.3,0.8,2,2,4
,秘书,T009,协助领导决策支持,Ancillary,0.1,0.1,0.6,0.9,1,3,5
,公关员,T001,策划并执行危机公关应对方案,Primary,0.12,0.35,0.75,0.8,2,4,4
,公关员,T002,撰写新闻通稿与媒体传播内容,Primary,0.12,0.85,0.9,0.4,4,5,3
,公关员,T003,组织策划品牌公关活动与发布会,Primary,0.12,0.4,0.65,0.75,3,4,4
,公关员,T004,维护核心媒体关系与利益相关者网络,Primary,0.12,0.15,0.5,0.9,2,3,5
,公关员,T005,监测舆情数据并生成分析报告,Primary,0.12,0.9,0.95,0.3,5,5,2
,公关员,T006,制定年度公共关系战略规划,Secondary,0.1,0.45,0.7,0.65,3,4,4
,公关员,T007,协调内部部门与外部供应商资源,Secondary,0.1,0.3,0.6,0.7,2,3,4
,公关员,T008,设计创意视觉素材与传播概念,Secondary,0.1,0.7,0.85,0.5,4,4,3
,公关员,T009,整理归档公关活动文档与案例库,Ancillary,0.05,0.95,0.9,0.2,5,5,2
,公关员,T010,执行日常行政事务与会议记录,Ancillary,0.05,0.9,0.8,0.25,5,4,2
,收发员,T001,接收并查验 incoming 邮件包裹,Primary,0.12,0.35,0.75,0.65,2,4,4
,收发员,T002,依据规则分拣邮件至指定区域,Primary,0.12,0.45,0.8,0.55,3,4,3
,收发员,T003,登记邮件流转信息至台账系统,Primary,0.12,0.85,0.9,0.4,4,5,3
,收发员,T004,执行邮件安全防护与保密检查,Primary,0.12,0.2,0.6,0.8,2,3,4
,收发员,T005,传送邮件至指定接收部门,Primary,0.12,0.3,0.5,0.7,2,3,4
,收发员,T006,处理邮件退回与异常申诉,Secondary,0.1,0.4,0.7,0.6,3,4,3
,收发员,T007,维护收发区域秩序与环境卫生,Secondary,0.1,0.15,0.3,0.85,2,2,4
,收发员,T008,解答收件人关于邮件状态咨询,Secondary,0.1,0.75,0.85,0.45,4,4,3
,收发员,T009,归档历史邮件凭证与数据备份,Ancillary,0.05,0.95,0.95,0.2,5,5,2
,收发员,T010,监督外包人员或临时工作业,Ancillary,0.05,0.1,0.4,0.9,1,3,5
,打字员,T001,Execute high-speed text entry from source materials,Primary,0.12,0.95,0.9,0.1,5,5,1
,打字员,T002,Apply formatting standards to structured documents,Primary,0.12,0.85,0.8,0.2,4,4,2
,打字员,T003,Verify text accuracy against original source documents,Primary,0.12,0.7,0.85,0.35,4,4,2
,打字员,T004,Maintain sustained focus during repetitive data entry,Primary,0.12,0.9,0.6,0.15,5,3,2
,打字员,T005,Coordinate hand-eye movements for precise keystroke execution,Primary,0.12,0.98,0.5,0.05,5,3,1
,打字员,T006,Resolve ambiguous source text or illegible handwriting,Secondary,0.1,0.4,0.75,0.65,3,4,4
,打字员,T007,Manage confidential document handling protocols,Secondary,0.1,0.3,0.4,0.75,2,3,4
,打字员,T008,Communicate document status to supervisors or clients,Secondary,0.1,0.5,0.6,0.55,3,3,3
,打字员,T009,Organize physical and digital filing systems,Ancillary,0.05,0.6,0.7,0.45,3,4,3
,打字员,T010,Adapt to changing software interfaces and tools,Ancillary,0.05,0.8,0.9,0.25,4,5,2
,速录师,T001,Execute real-time stenographic transcription of spoken dialogue,Primary,0.12,0.35,0.85,0.65,2,4,4
,速录师,T002,Apply specialized stenography keyboard shortcuts and coding systems,Primary,0.12,0.15,0.4,0.8,2,3,4
,速录师,T003,Monitor audio quality and speaker identity in real-time,Primary,0.12,0.4,0.7,0.6,3,4,3
,速录师,T004,Resolve terminology and context ambiguities during live sessions,Primary,0.12,0.5,0.6,0.5,3,3,3
,速录师,T005,Maintain high concentration and emotional stability under pressure,Primary,0.12,0.1,0.2,0.9,1,2,5
,速录师,T006,Post-process and format raw transcripts for official records,Secondary,0.1,0.8,0.9,0.3,4,5,2
,速录师,T007,Manage equipment setup and troubleshoot technical failures,Secondary,0.1,0.6,0.5,0.4,3,3,3
,速录师,T008,Coordinate with speakers to clarify unclear statements,Secondary,0.1,0.2,0.3,0.8,2,2,4
,速录师,T009,Archive and retrieve historical records according to protocol,Ancillary,0.05,0.95,0.8,0.1,5,4,1
,速录师,T010,Ensure confidentiality and ethical compliance of recorded data,Ancillary,0.05,0.3,0.4,0.7,2,3,4
,制图员,T001,Execute CAD operations to generate technical drawings,Primary,0.12,0.85,0.9,0.15,4,5,2
,制图员,T002,Apply drafting standards to ensure compliance,Primary,0.12,0.75,0.8,0.25,4,4,2
,制图员,T003,Interpret engineering requirements into visual schematics,Primary,0.12,0.4,0.65,0.6,3,4,3
,制图员,T004,Verify spatial relationships and dimensional accuracy,Primary,0.12,0.6,0.7,0.4,3,4,3
