occupation_code,occupation_name,isco08_code,major_category,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,exposure_index_rho,agentic_potential,cognitive_requirement,physicality_intensity,language_intensity
6-17-04-04,铁合金湿法冶炼工,3113,3,0.3715,0.6805,0.6285,2,4,4,0.3715,0,65,45,30
6-17-04-05,钒氮合金工,7919,7,0.355,0.7045,0.6775,2,4,4,0.355,0,65,45,30
6-17-05-01,重冶备料工,8130,8,0.3765,0.704,0.6235,3,4,3,0.3765,0,45,60,30
6-17-05-02,重金属物料焙烧工,8134,8,0.292,0.6655,0.684,2,4,4,0.292,0,65,75,40
6-17-05-03,重冶火法冶炼工,8133,8,0.534,0.717,0.7605,3,4,4,0.534,0,65,85,40
6-17-05-04,重冶湿法冶炼工,3113,3,0.421,0.749,0.711,3,4,4,0.421,0,65,45,30
6-17-05-05,电解精炼工,7919,7,0.525,0.687,0.733,3,4,4,0.525,0,65,45,30
6-17-06-01,氧化铝制取工,3122,3,0.475,0.717,0.65,3,4,4,0.475,0,65,45,30
6-17-06-02,铝电解工,8133,8,0.431,0.6815,0.6155,3,4,3,0.431,0,65,85,40
6-17-06-03,镁冶炼工,8132,8,0.386,0.664,0.6506,3,4,4,0.386,0,65,75,40
6-17-06-04,硅冶炼工,8130,8,0.4355,0.7345,0.78,3,4,4,0.4355,0,65,85,40
6-17-07-01,钨钼冶炼工,3113,3,0.467,0.7655,0.68,3,4,4,0.467,0,65,45,30
6-17-07-02,钽铌冶炼工,3113,3,0.322,0.698,0.702,2,4,4,0.322,0,65,45,30
6-17-07-03,钛冶炼工,8134,8,0.4195,0.702,0.694,3,4,4,0.4195,0,65,75,40
6-17-07-04,稀土冶炼工,3113,3,0.498,0.78,0.5861,3,4,3,0.498,0,65,45,30
6-17-07-05,稀土材料生产工,7919,7,0.448,0.6935,0.623,3,4,3,0.448,0,65,40,30
6-17-07-06,贵金属冶炼工,3113,3,0.4295,0.6905,0.6025,3,4,3,0.4295,0,65,45,30
6-17-07-07,锂冶炼工,3113,3,0.369,0.726,0.6925,2,4,4,0.369,0,65,75,40
6-17-08-01,半导体辅料制备工,7919,7,0.44,0.746,0.718,3,4,4,0.44,0,65,35,40
6-17-08-02,多晶硅制取工,3111,3,0.393,0.7005,0.6145,3,4,3,0.393,0,65,45,30
6-17-09-01,轧制原料工,8130,8,0.4705,0.6305,0.559,3,4,3,0.4705,0,45,75,30
6-17-09-02,金属轧制工,8130,8,0.451,0.7315,0.7305,3,4,4,0.451,0,65,45,30
6-17-09-03,金属材酸碱洗工,8140,8,0.437,0.757,0.603,3,4,3,0.437,0,45,60,30
6-17-09-04,金属材涂层机组操作工,8130,8,0.379,0.685,0.621,3,4,3,0.379,0,55,40,30
6-17-09-05,金属材热处理工,7919,7,0.4275,0.642,0.638,3,4,4,0.4275,0,65,45,30
6-17-09-06,焊管机组操作工,8211,8,0.41,0.6745,0.6325,3,4,4,0.41,0,45,35,40
6-17-09-07,金属材精整工,8149,8,0.4465,0.657,0.5585,3,4,3,0.4465,0,45,60,30
6-17-09-08,金属材丝拉拔工,8140,8,0.4935,0.721,0.6095,3,4,3,0.4935,0,45,35,30
6-17-09-09,金属挤压工,8130,8,0.4475,0.632,0.602,3,4,3,0.4475,0,65,45,30
6-17-09-10,铸轧工,8134,8,0.48,0.709,0.656,3,4,4,0.48,0,65,75,40
6-17-09-11,钢丝绳制造工,8130,8,0.355,0.552,0.565,2,3,3,0.355,0,45,60,30
6-17-10-01,硬质合金混合料工,8130,8,0.2995,0.723,0.7375,2,4,4,0.2995,0,65,35,40
6-17-10-02,硬质合金成型工,8134,8,0.4455,0.664,0.5245,3,4,3,0.4455,0,55,40,30
6-17-10-03,硬质合金烧结工,7919,7,0.4035,0.704,0.7085,3,4,4,0.4035,0,65,35,40
6-17-10-04,硬质合金精加工工,8134,8,0.3455,0.5896,0.5555,2,3,3,0.3455,0,65,25,40
6-18-01-01,车工,7411,7,0.4825,0.734,0.6225,3,4,3,0.4825,0,65,45,30
6-18-01-02,铣工,7412,7,0.403,0.7195,0.639,3,4,4,0.403,0,65,45,30
6-18-01-03,刨插工,7412,7,0.4625,0.7225,0.697,3,4,4,0.4625,0,45,60,30
6-18-01-04,磨工,7419,7,0.356,0.67,0.544,2,4,3,0.356,0,65,35,40
6-18-01-05,镗工,7412,7,0.5035,0.6905,0.58,3,4,3,0.5035,0,65,40,30
6-18-01-06,钻床工,8133,8,0.465,0.7295,0.6,3,4,3,0.465,0,55,45,40
6-18-01-07,多工序数控机床操作调整工,8141,8,0.405,0.768,0.622,3,4,3,0.405,0,65,35,40
6-18-01-08,电切削工,7412,7,0.426,0.68,0.574,3,4,3,0.426,0,65,15,70
6-18-01-09,拉床工,8140,8,0.3825,0.774,0.661,3,4,4,0.3825,0,65,45,30
6-18-01-10,下料工,8130,8,0.4275,0.7295,0.5585,3,4,3,0.4275,0,45,75,30
6-18-01-11,铆工,7412,7,0.315,0.686,0.7015,2,4,4,0.315,0,45,60,30
6-18-01-12,冲压工,8131,8,0.386,0.636,0.574,3,4,3,0.386,0,45,60,30
6-18-01-13,增材制造设备操作员L/S,7919,7,0.551,0.797,0.64,3,4,4,0.551,0,65,35,40
6-18-02-01,铸造工,7919,7,0.3795,0.707,0.6695,3,4,4,0.3795,0,65,85,30
6-18-02-02,锻造工,7919,7,0.4575,0.699,0.57,3,4,3,0.4575,0,45,85,30
6-18-02-03,金属热处理工,7919,7,0.344,0.618,0.691,2,3,4,0.344,0,65,45,30
6-18-02-04,焊工,7412,7,0.4645,0.6945,0.598,3,4,3,0.4645,0,65,85,40
6-18-02-05,机械加工材料切割工,7411,7,0.4795,0.752,0.546,3,4,3,0.4795,0,65,35,40
6-18-02-06,粉末冶金制品制造工,8130,8,0.452,0.6975,0.614,3,4,3,0.452,0,65,45,30
6-18-03-01,镀层工,7919,7,0.356,0.667,0.692,2,4,4,0.356,0,65,45,30
6-18-03-02,镀膜工,7919,7,0.3885,0.674,0.6485,3,4,4,0.3885,0,65,35,40
6-18-03-03,涂装工,7126,7,0.475,0.7175,0.542,3,4,3,0.475,0,45,60,30
6-18-03-04,喷涂喷焊工,7911,7,0.3965,0.6765,0.6135,3,4,3,0.3965,0,65,45,30
6-18-04-01,模具工,7412,7,0.39,0.751,0.633,3,4,4,0.39,0,72,45,30
6-18-04-02,模型制作工,7419,7,0.3695,0.666,0.6715,2,4,4,0.3695,0,65,45,55
6-18-04-03,磨料制造工,7919,7,0.4575,0.73,0.605,3,4,3,0.4575,0,65,45,30
6-18-04-04,磨具制造工,7412,7,0.466,0.71,0.528,3,4,3,0.466,0,55,40,30
6-18-04-05,量具和刃具制造工,7419,7,0.4,0.726,0.6995,3,4,4,0.4,0,65,45,30
6-18-04-06,工具钳工,7412,7,0.376,0.6685,0.63,3,4,4,0.376,0,65,45,30
6-19-01-01,工具五金制作工,7412,7,0.416,0.736,0.634,3,4,4,0.416,0,45,60,30
6-19-01-02,建筑五金制品制作工,7412,7,0.395,0.731,0.612,3,4,3,0.395,0,45,60,30
6-19-01-03,锁具制作工,7412,7,0.482,0.793,0.558,3,4,3,0.482,0,45,60,30
6-19-01-04,金属炊具及器皿制作工,7412,7,0.4275,0.704,0.5725,3,4,3,0.4275,0,45,60,30
6-19-01-05,日用五金制品制作工,7412,7,0.5075,0.7275,0.4825,3,4,3,0.5075,0,45,60,30
6-19-01-06,搪瓷制品制造工,7911,7,0.409,0.6635,0.6135,3,4,3,0.409,0,45,60,30
6-19-01-07,眼镜架制作工,7419,7,0.588,0.582,0.412,3,3,3,0.588,0,45,60,30
6-19-01-08,金箔制作工,7413,7,0.4185,0.5945,0.5925,3,3,3,0.4185,0,65,15,70
6-20-01-01,装配钳工,7412,7,0.4225,0.698,0.5835,3,4,3,0.4225,0,65,15,70
6-20-01-02,轴承制造工,8130,8,0.3775,0.6875,0.6175,3,4,3,0.3775,0,55,40,30
6-20-01-03,齿轮制造工,7411,7,0.376,0.663,0.653,3,4,4,0.376,0,65,40,30
6-20-01-04,减变速机装配调试工,7412,7,0.409,0.679,0.635,3,4,4,0.409,0,65,45,30
6-20-01-05,链传动部件制造工,8130,8,0.4085,0.741,0.5915,3,4,3,0.4085,0,45,35,20
6-20-01-06,紧固件制造工,8130,8,0.305,0.64,0.712,2,4,4,0.305,0,45,35,20
6-20-01-07,弹簧工,8130,8,0.4985,0.644,0.584,3,4,3,0.4985,0,45,60,30
6-20-02-01,锅炉设备制造工,7412,7,0.313,0.755,0.6195,2,4,3,0.313,0,65,85,40
6-20-02-02,内燃机装配调试工,7412,7,0.4825,0.697,0.626,3,4,4,0.4825,0,65,45,70
6-20-02-03,汽轮机装配调试工,7411,7,0.3965,0.7315,0.653,3,4,4,0.3965,0,65,45,60
6-20-02-04,风电机组制造工L,7412,7,0.4275,0.696,0.5995,3,4,3,0.4275,0,65,45,30
6-20-03-01,机床装调维修工,7412,7,0.3875,0.6675,0.6025,3,4,3,0.3875,0,65,45,60
6-20-03-02,焊接设备装配调试工,7412,7,0.4665,0.658,0.5085,3,4,3,0.4665,0,65,45,30
6-20-03-03,焊接材料制造工,7919,7,0.492,0.649,0.463,3,4,3,0.492,0,55,45,30
6-20-04-00,电梯装配调试工,7411,7,0.3925,0.63,0.5975,3,4,3,0.3925,0,65,75,40
6-20-05-01,泵装配调试工,7412,7,0.463,0.7325,0.537,3,4,3,0.463,0,65,45,30
6-20-05-02,真空设备装配调试工,7412,7,0.488,0.6785,0.592,3,4,3,0.488,0,65,45,30
6-20-05-03,压缩机装配调试工,7411,7,0.4325,0.689,0.61,3,4,3,0.4325,0,65,45,30
6-20-05-04,风机装配调试工,7412,7,0.323,0.6375,0.7025,2,4,4,0.323,0,65,45,30
6-20-05-05,过滤与分离机械装配调试工,7412,7,0.485,0.7275,0.5755,3,4,3,0.485,0,55,45,30
6-20-05-06,气体分离设备装配调试工,7412,7,0.297,0.6785,0.703,2,4,4,0.297,0,65,75,40
6-20-05-07,制冷空调设备装配工,7412,7,0.4725,0.767,0.6145,3,4,3,0.4725,0,55,45,30
6-20-05-08,阀门装配调试工,7412,7,0.5015,0.715,0.605,3,4,3,0.5015,0,55,40,30
6-20-05-09,液压液力气动密封件制造工,7919,7,0.511,0.6385,0.4915,3,4,3,0.511,0,45,35,30
6-20-06-01,工业炉及电炉装配工,7412,7,0.3055,0.6005,0.677,2,3,4,0.3055,0,65,45,30
6-20-06-02,膜法水处理材料和设备制造工,7919,7,0.4735,0.761,0.5265,3,4,3,0.4735,0,65,45,40
6-20-06-03,电渗析器制造工,7919,7,0.319,0.637,0.668,2,4,4,0.319,0,45,35,30
6-20-06-04,电动工具制造工,8130,8,0.4275,0.731,0.5975,3,4,3,0.4275,0,55,45,30
6-20-06-05,衡器装配调试工,7412,7,0.4785,0.7235,0.5215,3,4,3,0.4785,0,65,35,40
6-20-07-01,电影电教设备制造工,7412,7,0.375,0.72,0.6375,2,4,4,0.375,0,45,60,30
6-20-07-02,照相机及器材制造工,7412,7,0.43,0.656,0.575,3,4,3,0.43,0,65,45,30
6-20-07-03,复印设备制造工,7919,7,0.4675,0.6975,0.623,3,4,3,0.4675,0,55,40,30
6-20-07-04,办公小机械制造工,7412,7,0.393,0.708,0.61,3,4,3,0.393,0,45,35,40
6-20-07-05,光学镜头制造工,7412,7,0.461,0.66,0.63,3,4,4,0.461,0,65,35,40
6-20-07-06,静电成像设备耗材制造工,7919,7,0.4225,0.7871,0.565,3,4,3,0.4225,0,65,35,40
6-20-07-07,办公设备与耗材再制造工,7412,7,0.393,0.662,0.61,3,4,3,0.393,0,65,45,70
6-21-01-01,矿用电机车装配工,7411,7,0.3985,0.5935,0.5605,3,3,3,0.3985,0,55,60,40
6-21-01-02,工程机械装配调试工,7412,7,0.3835,0.69,0.6725,3,4,4,0.3835,0,65,45,30
6-21-02-00,印刷设备装配调试工,7412,7,0.42,0.6525,0.6525,3,4,4,0.42,0,65,45,30
6-21-03-00,缝制机械装配调试工,7412,7,0.4525,0.6875,0.607,3,4,3,0.4525,0,55,45,30
6-21-04-01,电子专用设备装调工,7412,7,0.295,0.636,0.684,2,4,4,0.295,0,65,45,30
6-21-04-02,真空测试工,3122,3,0.47,0.6655,0.66,3,4,4,0.47,0,65,35,40
6-21-05-01,拖拉机制造工,7412,7,0.508,0.6705,0.5195,3,4,3,0.508,0,55,60,45
6-21-05-02,耕种机械制造工,7411,7,0.4275,0.727,0.722,3,4,4,0.4275,0,65,45,70
6-21-05-03,灌溉机械制造工,7412,7,0.4045,0.7505,0.6355,3,4,4,0.4045,0,65,45,30
6-21-05-04,收获机械制造工,7411,7,0.425,0.726,0.614,3,4,3,0.425,0,55,45,40
6-21-06-01,医疗器械装配工,7412,7,0.4525,0.69,0.635,3,4,4,0.4525,0,65,15,70
6-21-06-02,矫形器装配工,7412,7,0.473,0.696,0.537,3,4,3,0.473,0,65,45,70
6-21-06-03,假肢装配工,7412,7,0.364,0.6385,0.6535,2,4,4,0.364,0,65,45,70
6-21-06-04,医用材料产品生产工,8130,8,0.35,0.598,0.715,2,3,4,0.35,0,45,35,20
6-22-01-01,汽车生产线操作工,8211,8,0.2705,0.7115,0.747,2,4,4,0.2705,0,45,60,30
6-22-01-02,汽车饰件制造工,7919,7,0.4295,0.652,0.62,3,4,3,0.4295,0,45,35,20
6-22-01-03,汽车零部件再制造工L,7412,7,0.388,0.715,0.649,3,4,4,0.388,0,65,45,30
6-22-02-01,汽车装调工,7412,7,0.423,0.698,0.655,3,4,4,0.423,0,65,45,30
6-22-02-02,汽车回收拆解工L,7911,7,0.4185,0.6685,0.602,3,4,3,0.4185,0,45,85,30
6-23-01-01,铁路机车制修工,7411,7,0.3435,0.623,0.654,2,3,4,0.3435,0,65,45,60
6-23-01-02,铁路车辆制修工,7412,7,0.4505,0.69,0.6835,3,4,4,0.4505,0,65,45,60
6-23-01-03,动车组制修师,7411,7,0.3505,0.6045,0.669,2,3,4,0.3505,0,72,45,65
6-23-01-04,铁路机车车辆制动钳工,7412,7,0.394,0.716,0.6955,3,4,4,0.394,0,65,45,30
6-23-01-05,道岔钳工,7412,7,0.296,0.546,0.694,2,3,4,0.296,0,65,75,40
6-23-02-01,金属船体制造工,7412,7,0.4245,0.684,0.707,3,4,4,0.4245,0,65,85,40
6-23-02-02,船舶机械装配工,7412,7,0.2555,0.668,0.728,2,4,4,0.2555,0,65,75,40
6-23-02-03,船舶电气装配工,7412,7,0.3015,0.645,0.7015,2,4,4,0.3015,0,65,75,40
6-23-02-04,船舶附件制造工,7412,7,0.4,0.65,0.63,3,4,4,0.4,0,55,75,30
6-23-02-05,船舶木塑帆缆制造工,7919,7,0.5275,0.647,0.5,3,4,3,0.5275,0,45,60,30
6-23-02-06,拆船工L,7130,7,0.3405,0.6825,0.669,2,4,4,0.3405,0,65,85,40
6-23-03-01,飞机装配工,7411,7,0.41,0.659,0.632,3,4,4,0.41,0,65,45,30
6-23-03-02,飞机系统安装调试工,7411,7,0.3355,0.6255,0.709,2,4,4,0.3355,0,65,45,70
6-23-03-03,航空发动机装配工,7411,7,0.478,0.673,0.626,3,4,4,0.478,0,65,45,30
6-23-03-04,航空螺旋桨装配工,7411,7,0.492,0.6535,0.584,3,4,3,0.492,0,65,45,60
6-23-03-05,航空电气安装调试工,7412,7,0.3025,0.612,0.6975,2,3,4,0.3025,0,65,45,30
6-23-03-06,航空附件装配工,7412,7,0.392,0.723,0.663,3,4,4,0.392,0,65,45,70
6-23-03-07,航空仪表装配工,7412,7,0.386,0.727,0.647,3,4,4,0.386,0,65,45,30
6-23-03-08,航空装配平衡工,7412,7,0.512,0.6895,0.586,3,4,3,0.512,0,65,45,30
6-23-03-09,飞机无线电设备安装调试工,7413,7,0.417,0.6735,0.6755,3,4,4,0.417,0,65,35,40
6-23-03-10,飞机雷达安装调试工,3122,3,0.335,0.655,0.665,2,4,4,0.335,0,65,45,30
6-23-03-11,飞机特种设备检测与修理工,7411,7,0.4365,0.688,0.7305,3,4,4,0.4365,0,72,45,60
6-23-03-12,飞机透明件制造胶接装配工,7919,7,0.4735,0.735,0.5025,3,4,3,0.4735,0,65,15,70
6-23-03-13,飞机外场调试与维护工,7412,7,0.4095,0.591,0.598,3,3,3,0.4095,0,72,45,60
6-23-03-14,航空环控救生装备工,7412,7,0.495,0.692,0.48,3,4,3,0.495,0,55,40,30
6-23-03-15,无人机装调检修工,7412,7,0.4005,0.701,0.7555,3,4,4,0.4005,0,65,45,60
6-23-04-01,摩托车装调工,7412,7,0.405,0.739,0.694,3,4,4,0.405,0,65,45,55
6-23-04-02,自行车与电动自行车装配工,7919,7,0.395,0.7185,0.6345,3,4,4,0.395,0,45,60,30
6-24-01-00,电机制造工,7411,7,0.488,0.7585,0.646,3,4,4,0.488,0,65,45,30
6-24-02-01,变压器互感器制造工,7919,7,0.348,0.68,0.719,2,4,4,0.348,0,65,45,30
6-24-02-02,高低压电器及成套设备装配工,7412,7,0.378,0.7055,0.608,3,4,3,0.378,0,65,45,30
6-24-02-03,电力电容器及其装置制造工,8134,8,0.411,0.69,0.604,3,4,3,0.411,0,45,35,30
6-24-02-04,光伏组件制造工L,8130,8,0.433,0.733,0.595,3,4,3,0.433,0,45,35,30
6-24-03-01,电线电缆制造工,7919,7,0.3675,0.563,0.5235,2,3,3,0.3675,0,45,60,30
6-24-03-02,光纤光缆制造工,8130,8,0.3175,0.657,0.6785,2,4,4,0.3175,0,55,40,30
6-24-03-03,绝缘制品制造工,7919,7,0.4545,0.7285,0.5055,3,4,3,0.4545,0,55,40,35
6-24-03-04,电工合金电触头制造工,7919,7,0.4205,0.66,0.5855,3,4,3,0.4205,0,65,35,40
6-24-03-05,电器附件制造工,8130,8,0.36,0.631,0.63,2,4,4,0.36,0,45,35,20
6-24-04-00,电池制造工,8130,8,0.388,0.735,0.69,3,4,4,0.388,0,65,35,40
6-24-05-01,家用电冰箱制造工,7919,7,0.3915,0.7575,0.611,3,4,3,0.3915,0,45,60,30
6-24-05-02,空调器制造工,7919,7,0.4085,0.6985,0.6465,3,4,4,0.4085,0,45,60,30
6-24-05-03,洗衣机制造工,7919,7,0.4,0.677,0.64,3,4,4,0.4,0,45,55,30
6-24-05-04,小型家用电器制造工,8130,8,0.34,0.706,0.635,2,4,4,0.34,0,45,35,30
6-24-06-00,燃气具制造工,7919,7,0.3805,0.618,0.673,3,3,4,0.3805,0,65,45,30
6-24-07-01,电光源制造工,8130,8,0.356,0.726,0.6325,2,4,4,0.356,0,45,60,30
6-24-07-02,灯具制造工,7919,7,0.4825,0.717,0.5525,3,4,3,0.4825,0,55,45,60
6-24-08-00,轨道交通通信信号设备制造工,7412,7,0.4925,0.7105,0.5575,3,4,3,0.4925,0,65,35,40
6-25-01-01,电容器制造工,8130,8,0.4735,0.723,0.718,3,4,4,0.4735,0,45,35,40
6-25-01-02,电阻器制造工,7919,7,0.416,0.767,0.738,3,4,4,0.416,0,55,40,30
6-25-01-03,微波铁氧体元器件制造工,7919,7,0.4335,0.729,0.5695,3,4,3,0.4335,0,65,35,40
6-25-01-16,电子绝缘与介质材料制造工,7919,7,0.497,0.685,0.532,3,4,3,0.497,0,55,45,30
6-29-03-09,轨道交通通信工,3131,3,0.3695,0.6345,0.6845,2,4,4,0.3695,0,65,35,70
6-29-02-15,管道工,7126,7,0.3405,0.692,0.6605,2,4,4,0.3405,0,45,85,30
6-25-01-04,石英晶体生长设备操作工,8130,8,0.423,0.686,0.653,3,4,4,0.423,0,65,35,40
6-25-01-05,压电石英晶片加工工,8130,8,0.445,0.643,0.571,3,4,3,0.445,0,45,30,25
6-25-01-06,石英晶体元器件制造工,7919,7,0.4015,0.697,0.6375,3,4,4,0.4015,0,55,40,30
6-25-01-07,电声器件制造工,8130,8,0.4545,0.7235,0.6255,3,4,4,0.4545,0,45,60,30
6-25-01-08,水声换能器制造工,7412,7,0.509,0.6645,0.5485,3,4,3,0.509,0,55,45,30
6-25-01-09,继电器制造工,8130,7,0.491,0.798,0.515,3,4,3,0.491,0,45,60,30
6-25-01-10,高频电感器制造工,8130,8,0.488,0.6905,0.5765,3,4,3,0.488,0,45,35,20
6-25-01-11,电器接插件制造工,8130,8,0.5025,0.731,0.757,3,4,4,0.5025,0,45,35,20
6-25-01-13,印制电路制作工,7920,7,0.4235,0.78,0.5765,3,4,3,0.4235,0,55,40,30
6-25-01-14,薄膜加热器件制造工,7911,7,0.462,0.74,0.55,3,4,3,0.462,0,55,40,30
6-25-01-15,温差电器件制造工,7919,7,0.431,0.752,0.557,3,4,3,0.431,0,65,45,30
6-25-02-01,真空电子器件零件制造及装调工,7919,7,0.521,0.735,0.479,3,4,3,0.521,0,65,45,30
6-25-02-02,电极丝制造工,8130,8,0.339,0.7155,0.6065,2,4,3,0.339,0,45,30,20
6-25-02-03,液晶显示器件制造工,7919,7,0.2925,0.689,0.681,2,4,4,0.2925,0,65,25,40
6-25-02-04,晶片加工工,7920,7,0.4185,0.709,0.5635,3,4,3,0.4185,0,65,35,40
6-25-02-05,半导体芯片制造工,3119,3,0.3375,0.676,0.7125,2,4,4,0.3375,0,72,25,45
6-25-02-06,半导体分立器件和集成电路装调工,7412,7,0.453,0.78,0.537,3,4,3,0.453,0,65,15,70
6-25-02-07,磁头制造工,8134,8,0.5515,0.7975,0.5725,3,4,3,0.5515,0,45,60,30
6-25-03-00,计算机及外部设备装配调试员,7412,7,0.38,0.725,0.6515,3,4,4,0.38,0,65,45,70
6-25-04-01,通信系统设备制造工,7411,7,0.3855,0.603,0.6585,3,3,4,0.3855,0,65,35,60
6-25-04-02,通信终端设备制造工,8130,8,0.4235,0.7255,0.6145,3,4,3,0.4235,0,55,45,60
6-25-04-03,雷达装调工,7412,7,0.4065,0.618,0.617,3,3,3,0.4065,0,65,35,40
6-25-04-04,激光设备安装调试员,3139,3,0.4505,0.7105,0.5875,3,4,3,0.4505,0,68,25,65
6-25-04-05,智能硬件装调员,7412,7,0.4135,0.6845,0.5865,3,4,3,0.4135,0,65,35,45
6-25-04-06,电子设备机械装校工,7412,7,0.4785,0.7345,0.5665,3,4,3,0.4785,0,65,45,30
6-25-04-07,电子设备装接工,7919,7,0.455,0.77,0.728,3,4,4,0.455,0,45,60,30
6-25-04-08,电子设备调试工,3322,3,0.3155,0.5715,0.6375,2,3,4,0.3155,0,65,35,40
6-25-04-09,物联网安装调试员,3139,3,0.5255,0.6855,0.521,3,4,3,0.5255,0,65,45,60
6-26-01-01,仪器仪表制造工,7411,7,0.4165,0.7045,0.5835,3,4,3,0.4165,0,65,15,70
6-26-01-02,钟表及计时仪器制造工,7419,7,0.4225,0.713,0.5775,3,4,3,0.4225,0,65,40,30
6-27-01-00,再生物资加工处理工L,9321,9,0.444,0.7085,0.556,3,4,3,0.444,0,45,85,30
6-28-03-02,水供应输排工L,7131,7,0.5035,0.694,0.4965,3,4,3,0.5035,0,55,75,40
6-31-06-00,安全员,3339,3,0.4895,0.7095,0.5345,3,4,3,0.4895,0,65,35,70
6-30-05-04,索道运输机械操作工,8311,8,0.509,0.721,0.663,3,4,4,0.509,0,65,35,40
6-28-01-01,锅炉运行值班员,3131,3,0.466,0.7025,0.5595,3,4,3,0.466,0,65,35,40
6-28-01-02,燃料值班员,7919,7,0.485,0.747,0.637,3,4,4,0.485,0,65,35,60
6-28-01-03,汽轮机运行值班员,3119,3,0.5025,0.774,0.803,3,4,4,0.5025,0,72,35,65
6-28-01-04,燃气轮机值班员,3119,3,0.296,0.71,0.729,2,4,4,0.296,0,72,25,65
6-28-01-05,发电集控值班员,3126,3,0.603,0.745,0.7255,3,4,4,0.603,0,75,20,65
6-28-01-06,电气值班员,3121,3,0.4335,0.736,0.6505,3,4,4,0.4335,0,72,35,65
6-28-01-07,火电厂氢冷值班员,3131,3,0.4305,0.699,0.5545,3,4,3,0.4305,0,65,45,60
6-28-01-08,余热余压利用系统操作工L,3122,3,0.321,0.663,0.716,2,4,4,0.321,0,65,40,60
6-28-01-09,水力发电运行值班员L,3126,3,0.459,0.749,0.666,3,4,4,0.459,0,72,35,65
6-28-01-10,光伏发电运维值班员L,3122,3,0.4905,0.6945,0.662,3,4,4,0.4905,0,65,40,60
6-28-01-11,锅炉操作工,8134,8,0.38,0.729,0.675,3,4,4,0.38,0,65,45,30
6-28-01-12,风力发电运维值班员L,3311,3,0.399,0.609,0.631,3,3,4,0.399,0,65,75,40
6-28-01-13,供热管网系统运行工,3323,3,0.429,0.686,0.708,3,4,4,0.429,0,65,45,70
6-28-01-14,变配电运行值班员,3139,3,0.4415,0.7905,0.645,3,4,4,0.4415,0,72,35,65
6-28-01-15,继电保护员,3139,3,0.3355,0.711,0.7385,2,4,4,0.3355,0,75,40,65
6-28-02-01,燃气储运工,3139,3,0.493,0.739,0.651,3,4,4,0.493,0,65,45,55
6-28-02-02,气体深冷分离工,3119,3,0.5025,0.7485,0.5125,3,4,3,0.5025,0,65,25,40
6-28-02-03,工业气体生产工,3119,3,0.5965,0.7646,0.8085,3,4,4,0.5965,0,65,45,60
6-28-02-04,工业气体液化工,3119,3,0.3335,0.714,0.638,2,4,4,0.3335,0,65,25,40
6-28-02-05,工业废气治理工L,3132,3,0.465,0.7195,0.7205,3,4,4,0.465,0,65,45,60
6-28-02-06,压缩机操作工,8134,8,0.371,0.671,0.635,2,4,4,0.371,0,55,40,35
6-28-02-07,风机操作工,8130,8,0.3975,0.734,0.597,3,4,3,0.3975,0,65,40,35
6-28-03-01,水生产处理工L,3122,3,0.363,0.693,0.6395,2,4,4,0.363,0,55,40,30
6-28-03-03,工业废水处理工L,3126,3,0.3635,0.727,0.6365,2,4,4,0.3635,0,65,45,30
6-28-03-04,司泵工,8130,8,0.4465,0.678,0.5535,3,4,3,0.4465,0,55,45,40
6-28-03-05,管廊运维员L,3311,3,0.51,0.6905,0.6665,3,4,4,0.51,0,65,45,60
6-29-01-01,砌筑工,7126,7,0.3125,0.592,0.675,2,3,4,0.3125,0,45,85,30
6-29-01-02,石工,7112,7,0.325,0.6885,0.633,2,4,4,0.325,0,65,85,40
6-29-01-03,混凝土工,7112,7,0.3195,0.624,0.6805,2,3,4,0.3195,0,45,85,30
6-29-01-04,钢筋工,7112,7,0.2575,0.621,0.7235,2,3,4,0.2575,0,45,85,30
6-29-01-05,架子工,7126,7,0.2925,0.6735,0.6905,2,4,4,0.2925,0,45,90,30
6-29-01-06,装配式建筑施工员,7411,7,0.4125,0.746,0.5875,3,4,3,0.4125,0,65,15,70
6-29-01-07,乡村建设工匠,7110,7,0.2575,0.5445,0.7425,2,3,4,0.2575,0,45,85,60
6-29-02-01,铁路自轮运转设备工,8211,8,0.415,0.696,0.677,3,4,4,0.415,0,65,40,60
6-29-02-02,铁路线桥工,7131,7,0.487,0.664,0.675,3,4,4,0.487,0,65,85,40
6-29-02-03,筑路工,7120,7,0.4375,0.655,0.675,3,4,4,0.4375,0,45,85,55
6-29-02-04,公路养护工,7123,7,0.37,0.669,0.669,2,4,4,0.37,0,45,75,30
6-29-02-05,桥隧工,7126,7,0.3825,0.6275,0.675,3,4,4,0.3825,0,65,85,40
6-29-02-06,凿岩工,7126,7,0.358,0.622,0.647,2,3,4,0.358,0,55,85,40
6-29-02-07,爆破工,7126,7,0.288,0.6945,0.7275,2,4,4,0.288,0,65,85,40
6-29-02-08,防水工,7133,7,0.3575,0.6145,0.677,2,3,4,0.3575,0,65,85,40
6-29-02-09,水运工程施工工,7126,7,0.435,0.6905,0.58,3,4,3,0.435,0,65,85,45
6-29-02-10,水工建构筑物维护检修工,7126,7,0.4165,0.6905,0.621,3,4,3,0.4165,0,65,75,40
6-29-02-11,电力电缆安装运维工,7411,7,0.333,0.7205,0.567,2,4,3,0.333,0,65,85,40
