Code / 代码,Name (CN) / 名称 (中文),ISCO-08 Code / ISCO-08 代码,ISCO-08 Title (EN) / ISCO-08 英文名称,Task Count / 任务数量,KSA Count / KSA 数量,Avg Substitutivity / 平均替代性,Avg Augmentation / 平均增强性,Avg Complementarity / 平均互补性,Cognitive Req / 认知门槛,Physical Intensity / 体力强度,Language Intensity / 语言强度
6-11-09-03,火工品装配工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.48,0.67,0.64,65,15,70
6-11-09-04,火工品管理工,7139,"Metal, Wood, and Plastic Processing and Finishing Machine Operators Not Elsewhere Classified",10,9,0.34,0.66,0.63,65,45,60
6-11-09-05,烟花爆竹工,7919,Other Craft and Related Trades Workers,10,9,0.38,0.70,0.68,45,60,30
6-11-10-01,合成洗涤剂制造工,8130,Chemical plant and product machine operators,10,9,0.40,0.71,0.55,55,40,30
6-11-10-02,肥皂制造工,8140,Chemical plant and product machine operators,10,9,0.53,0.73,0.47,45,35,30
6-11-10-03,化妆品配方师,2149,Chemists and related professionals,10,9,0.42,0.73,0.68,75,20,65
6-11-10-04,化妆品制造工,8140,Chemical and related plant operators,10,9,0.38,0.76,0.72,45,35,40
6-11-10-05,口腔清洁剂制造工,8140,Chemical and related plant operators,10,9,0.43,0.71,0.65,45,35,20
6-11-10-06,香料制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.73,0.61,65,35,40
6-11-10-07,调香师,2149,Chemists and related professionals,10,9,0.50,0.68,0.51,75,20,65
6-11-10-08,香精配制工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.68,0.58,65,15,70
6-11-10-09,火柴制造工,8140,Chemical plant and machine operators,10,9,0.39,0.64,0.65,45,60,30
6-11-10-10,日用化学用品配方师,2149,Chemists and related professionals,10,9,0.45,0.65,0.60,75,20,65
6-12-01-00,化学合成制药工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.65,0.70,65,35,40
6-12-02-00,中药炮制工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.68,0.52,65,45,30
6-12-03-00,药物制剂工,3126,Pharmaceutical technicians,10,9,0.30,0.69,0.68,55,40,60
6-12-04-00,兽药制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.55,0.54,65,35,40
6-12-05-01,生化药品制造工,3119,Science and Engineering Professionals Not Elsewhere Classified,10,9,0.39,0.69,0.70,65,35,40
6-12-05-02,发酵工程制药工,3126,Pharmaceutical technicians,10,9,0.43,0.66,0.69,65,25,40
6-12-05-03,疫苗制品工,3126,Pharmaceutical technicians,10,9,0.33,0.65,0.74,65,15,70
6-12-05-04,血液制品工,3126,Pharmacy technicians,10,9,0.45,0.68,0.58,65,35,40
6-12-05-05,基因工程药品生产工,3126,Biotechnology technicians and associate professionals,10,9,0.48,0.71,0.57,72,25,65
6-13-01-01,化纤聚合工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.36,0.72,0.66,65,35,40
6-13-01-02,纺丝原液制造工,3119,Chemical and related plant operators not elsewhere classified,10,9,0.38,0.64,0.63,65,45,30
6-13-02-01,纺丝工,8134,Textile and apparel workers,10,9,0.44,0.70,0.70,45,35,30
6-13-02-02,化纤后处理工,8140,"Textile, Garment and Related Trades Workers",10,9,0.40,0.66,0.60,65,35,40
6-14-01-01,橡胶制品生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.69,0.63,45,60,30
6-14-01-02,轮胎翻修工L,7920,Motor vehicle and related repairers,10,9,0.49,0.70,0.64,45,75,20
6-14-02-00,塑料制品成型制作工,8140,Plastic and rubber products machinists and moulders,10,9,0.42,0.62,0.57,45,35,20
6-15-01-01,水泥生产工,8130,Building and related trades workers,10,9,0.43,0.66,0.53,65,45,30
6-15-01-02,水泥混凝土制品工,8130,Building frame and related trades workers,10,9,0.43,0.69,0.57,45,85,30
6-15-01-03,石灰煅烧工,8130,Chemical plant and mineral processing plant machine operators,10,9,0.68,0.76,0.63,65,40,30
6-15-01-04,石膏粉生产工,8130,"Building and Related Trades Workers, Not Elsewhere Classified",10,9,0.45,0.72,0.65,45,60,30
6-15-01-05,石膏制品生产工,8130,Building frame and related trades workers,10,9,0.47,0.66,0.55,45,60,30
6-15-01-06,预拌混凝土生产工,7919,Plant and Machine Operators Not Elsewhere Classified,10,9,0.32,0.64,0.68,55,45,60
6-15-02-01,砖瓦生产工,8130,Building frame and related trades workers,10,9,0.48,0.64,0.60,45,75,30
6-15-02-02,加气混凝土制品工,8134,Building frame and related trades workers,10,9,0.40,0.67,0.67,55,45,30
6-15-02-03,石材生产工,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.66,0.68,45,75,30
6-15-02-04,人造石生产加工工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.57,0.68,0.45,55,45,30
6-15-02-05,防水卷材制造工,8134,Chemical plant and machine operators,10,9,0.55,0.74,0.53,55,45,30
6-15-02-06,保温材料制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.52,0.69,0.59,45,60,30
6-15-02-07,吸音材料制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.51,0.70,0.54,55,45,30
6-15-02-08,砂石骨料生产工,8130,"Building and Related Trades Workers, Not Elsewhere Classified",10,9,0.40,0.69,0.71,45,85,30
6-15-03-01,玻璃配料熔化工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.40,0.67,0.61,65,45,30
6-15-03-02,玻璃及玻璃制品成型工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.61,0.60,55,45,30
6-15-03-03,玻璃加工工,7919,Metal and Plastic Workers and Related Trades Workers,10,9,0.42,0.67,0.63,45,60,30
6-15-03-04,玻璃制品加工工,7920,Glass and Ceramics Makers,10,9,0.46,0.66,0.55,45,60,30
6-15-03-05,电子玻璃制品加工工,7919,Metal and Plastic Workers and Related Trades Workers,10,9,0.47,0.68,0.55,55,40,30
6-15-03-06,石英玻璃制品加工工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.53,0.68,0.52,65,45,30
6-15-04-01,玻璃纤维及制品工,8140,Textile and apparel workers,10,9,0.51,0.62,0.51,45,60,30
6-15-04-02,玻璃钢制品工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.40,0.76,0.58,45,75,30
6-15-05-01,陶瓷原料准备工,8140,Building and Related Trades Workers,10,9,0.45,0.68,0.67,45,60,30
6-15-05-02,陶瓷成型施釉工,7919,Craft and Related Trades Workers Not Elsewhere Classified,10,9,0.43,0.62,0.57,45,35,30
6-15-05-03,陶瓷烧成工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.50,0.70,0.72,65,45,30
6-15-05-04,陶瓷装饰工,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.70,0.66,65,15,70
6-15-05-05,古建琉璃工,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.57,0.68,65,75,40
6-15-06-01,耐火原料加工成型工,8130,Metal and plastic working machine operators,10,9,0.34,0.61,0.66,45,75,30
6-15-06-02,耐火材料烧成工,8134,Chemical plant and mineral product machine operators,10,9,0.53,0.65,0.72,65,75,40
6-15-06-03,耐火制品加工工,8134,Moulders and Coremakers,10,9,0.48,0.70,0.57,45,60,20
6-15-06-04,耐火纤维制品工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.42,0.64,0.55,55,45,30
6-15-07-01,炭素煅烧工,8130,Plant and Machine Operators,10,9,0.39,0.71,0.61,65,45,30
6-15-07-02,炭素成型工,8134,Chemical plant and mineral product machine operators,10,9,0.42,0.65,0.57,65,45,30
6-15-07-03,炭素焙烧工,8130,Plant and Machine Operators,10,9,0.39,0.59,0.77,45,85,30
6-15-07-04,炭素浸渍工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.37,0.71,0.66,55,45,30
6-15-07-05,石墨化工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.54,0.71,0.76,65,45,30
6-15-07-06,炭素制品工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.55,0.68,0.45,45,60,30
6-15-07-07,炭素特种材料工,VERIFIED,Matched in ISCO-08 reference,9,9,0.39,0.72,0.61,72,45,30
6-15-08-01,人工合成晶体工,7920,Chemical and related plant operators,10,9,0.40,0.67,0.59,65,35,40
6-15-08-02,高岭土加工工,8130,Chemical plant and mineral processing plant machine operators,10,9,0.45,0.66,0.54,55,45,30
6-15-08-03,珍珠岩加工工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.43,0.67,0.59,45,75,30
6-15-08-04,石棉制品工,8140,Asbestos workers,10,9,0.36,0.63,0.65,45,75,30
6-15-08-05,云母制品工,8130,Building and Related Trades Workers,10,9,0.54,0.71,0.48,45,60,30
6-16-01-01,露天采矿工,8130,Mining and Quarrying Workers,10,9,0.53,0.74,0.47,45,85,30
6-16-01-02,露天矿物开采辅助工,8319,Plant and Machine Operators and Assemblers Not Elsewhere Classified,10,9,0.34,0.65,0.68,45,85,30
6-16-01-03,运矿排土工,8130,Mining and quarrying machine operators,10,9,0.38,0.72,0.62,45,60,30
6-16-01-04,矿井开掘工,8134,Underground Mining Workers,10,9,0.43,0.72,0.57,65,92,45
6-16-01-05,井下采矿工,8134,Underground Mining Workers,10,9,0.39,0.72,0.61,65,92,45
6-16-01-06,井下支护工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.70,0.65,65,85,40
6-16-01-07,井下机车运输工,8130,Locomotive and Station Workers,10,9,0.39,0.68,0.70,55,85,40
6-16-01-08,矿山提升设备操作工,8134,Mine and Quarry Machine Operators,10,9,0.40,0.70,0.70,65,15,70
6-16-01-09,矿井通风工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.68,0.73,65,75,40
6-16-01-10,矿山安全防护工,7120,Mining and Quarrying Supervisors,10,9,0.41,0.68,0.73,65,45,70
6-16-01-11,矿山安全设备监测检修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.77,0.64,65,45,30
6-16-01-12,矿山救护工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.60,0.64,75,90,60
6-16-01-13,矿山生产集控员,3130,Mining and quarrying supervisors,10,9,0.54,0.75,0.46,72,25,68
6-16-01-14,矿石处理工,8130,Miners and quarry workers,10,9,0.42,0.67,0.57,45,75,30
6-16-01-15,选矿工,7120,Miners and quarry workers,10,9,0.42,0.76,0.66,65,45,30
6-16-01-16,选矿脱水工,8133,Mineral processing machine operators,10,9,0.45,0.68,0.60,55,40,30
6-16-01-17,尾矿工,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.73,0.59,65,75,40
6-16-02-01,石油勘探工,VERIFIED,Matched in ISCO-08 reference,10,9,0.28,0.68,0.74,65,85,40
6-16-02-02,钻井工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.74,0.70,65,85,40
6-16-02-03,钻井协作工,8319,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.29,0.59,0.71,65,85,40
6-16-02-04,井下作业设备操作维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.68,0.67,65,75,40
6-16-02-05,水下钻井设备操作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.76,0.56,72,45,60
6-16-02-06,油气水井测试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.72,0.53,72,45,65
6-16-02-07,石油开采工,8130,Petroleum and related processing plant operators,10,9,0.48,0.74,0.70,65,75,40
6-16-02-08,天然气开采工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.74,0.70,65,45,60
6-16-02-09,煤层气排采集输工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.66,0.62,65,45,60
6-16-02-10,天然气处理工,3139,Plant and System Operators Not Elsewhere Classified,10,9,0.37,0.68,0.65,65,40,30
6-16-02-11,油气输送工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.47,0.75,0.61,65,45,60
6-16-02-12,油气管道维护工,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.70,0.66,65,75,40
6-16-02-13,海上平台水手,5323,Seafarers,10,9,0.26,0.57,0.68,65,85,40
6-16-03-01,海盐制盐工,8130,Plant and Machine Operators,10,9,0.42,0.68,0.62,45,75,30
6-16-03-02,湖盐制盐工,8130,Mining and quarrying workers not elsewhere classified,10,9,0.49,0.72,0.67,45,85,30
6-16-03-03,井矿盐制盐工,8130,Plant and Machine Operators,10,9,0.33,0.61,0.70,55,60,40
6-17-01-01,烧结球团原料工,8130,Metal and mineral processing machine operators,10,9,0.45,0.70,0.57,55,45,30
6-17-01-02,粉矿烧结工,8130,Metal and mineral processing machine operators,10,9,0.42,0.76,0.73,65,45,30
6-17-01-03,球团焙烧工,8130,Plant and Machine Operators,10,9,0.29,0.69,0.72,65,45,30
6-17-01-04,烧结成品工,8130,"Metal, Mineral and Plant Operators",10,9,0.42,0.70,0.68,45,60,30
6-17-01-05,高炉原料工,8130,"Metal, Mineral and Plant Process Workers",10,9,0.38,0.63,0.62,65,45,30
6-17-01-06,高炉炼铁工,8133,Metalworking and woodworking machine operators,10,9,0.43,0.70,0.64,65,85,40
6-17-01-07,高炉运转工,VERIFIED,Matched in ISCO-08 reference,10,9,0.19,0.67,0.76,65,45,30
6-17-02-01,炼钢原料工,8130,Metal and Plastic Moulding Machine Operators,10,9,0.46,0.72,0.68,45,85,30
6-17-02-02,炼钢工,8134,Metal and Plastic Moulding Machine Operators,10,9,0.47,0.77,0.66,65,45,30
6-17-02-03,炼钢浇铸工,8133,Metalworking machine operators,10,9,0.35,0.65,0.70,65,75,40
6-17-02-04,炼钢准备工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.34,0.64,0.67,45,85,30
6-17-02-05,整模脱模工,8130,Metal and plastic mould makers,10,9,0.42,0.67,0.53,45,85,30
6-17-03-01,铸管备品工,7919,Plant and Machine Operators Not Elsewhere Classified,10,9,0.47,0.68,0.53,45,60,30
6-17-03-02,铸管工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.67,0.62,65,75,30
6-17-03-03,铸管精整工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.42,0.67,0.67,45,75,30
6-17-04-01,铁合金原料工,8130,Metal and mineral processing plant operators,10,9,0.49,0.74,0.62,55,70,40
6-17-04-02,铁合金火法冶炼工,8130,Metal and mineral processing machine operators,10,9,0.32,0.57,0.68,65,85,30
6-17-04-03,铁合金焙烧工,8130,Metal and mineral processing plant operators,10,9,0.36,0.67,0.64,65,75,40
6-17-04-04,铁合金湿法冶炼工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.67,0.61,65,45,30
6-17-04-05,钒氮合金工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.38,0.68,0.65,65,45,30
6-17-05-01,重冶备料工,8130,Metal and Plastic Moulding Machine Operators,10,9,0.36,0.68,0.64,45,60,30
6-17-05-02,重金属物料焙烧工,8134,Chemical and related plant operators,10,9,0.33,0.67,0.67,65,75,40
6-17-05-03,重冶火法冶炼工,8133,Metal and Plastic Moulding Machine Operators,10,9,0.55,0.70,0.74,65,85,40
6-17-05-04,重冶湿法冶炼工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.74,0.69,65,45,30
6-17-05-05,电解精炼工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.53,0.66,0.70,65,45,30
6-17-06-01,氧化铝制取工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.65,65,45,30
6-17-06-02,铝电解工,8133,Electrical and Electronics Trades Assistants,10,9,0.46,0.68,0.58,65,85,40
6-17-06-03,镁冶炼工,VERIFIED,Matched in ISCO-08 reference,9,9,0.39,0.66,0.65,65,75,40
6-17-06-04,硅冶炼工,8130,Chemical plant and mineral processing machine operators,10,9,0.45,0.72,0.78,65,85,40
6-17-07-01,钨钼冶炼工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.77,0.66,65,45,30
6-17-07-02,钽铌冶炼工,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.68,0.70,65,45,30
6-17-07-03,钛冶炼工,8134,Chemical plant operators,10,9,0.45,0.69,0.66,65,75,40
6-17-07-04,稀土冶炼工,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.78,0.58,65,45,30
6-17-07-05,稀土材料生产工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.48,0.69,0.60,65,40,30
6-17-07-06,贵金属冶炼工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.68,0.59,65,45,30
6-17-07-07,锂冶炼工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.72,0.70,65,75,40
6-17-08-01,半导体辅料制备工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.45,0.74,0.71,65,35,40
6-17-08-02,多晶硅制取工,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.68,0.60,65,45,30
6-17-09-01,轧制原料工,8130,Metal and plastic products machine operators and assembly workers,10,9,0.48,0.62,0.55,45,75,30
6-17-09-02,金属轧制工,8130,Metal and plastic workers and related trade workers,10,9,0.44,0.70,0.74,65,45,30
6-17-09-03,金属材酸碱洗工,8140,Metal and Plastic Workers,9,9,0.44,0.76,0.60,45,60,30
6-17-09-04,金属材涂层机组操作工,8130,Metal and Plastic Process Machine Operators,10,9,0.36,0.67,0.64,55,40,30
6-17-09-05,金属材热处理工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.47,0.64,0.60,65,45,30
6-17-09-06,焊管机组操作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.66,0.60,45,35,40
6-17-09-07,金属材精整工,8149,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.46,0.66,0.55,45,60,30
6-17-09-08,金属材丝拉拔工,8140,Metal and plastic goods machine operators and assemblers,10,9,0.54,0.72,0.57,45,35,30
6-17-09-09,金属挤压工,8130,Metal and plastic working machine operators,10,9,0.47,0.61,0.58,65,45,30
6-17-09-10,铸轧工,8134,Metalworking and plastics processing machine operators,10,9,0.53,0.72,0.60,65,75,40
6-17-09-11,钢丝绳制造工,8130,Metalworking and plasticworking machine operators,9,9,0.44,0.57,0.57,45,60,30
6-17-10-01,硬质合金混合料工,8130,Metal and plastic working machine operators,10,9,0.33,0.72,0.72,65,35,40
6-17-10-02,硬质合金成型工,8134,Metalworking and plastic working machine operators,10,9,0.43,0.64,0.53,55,40,30
6-17-10-03,硬质合金烧结工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.38,0.68,0.73,65,35,40
6-17-10-04,硬质合金精加工工,8134,Machining tool setters and operators,9,9,0.37,0.60,0.63,65,25,40
6-18-01-01,车工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.71,0.61,65,45,30
6-18-01-02,铣工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.71,0.60,65,45,30
6-18-01-03,刨插工,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.72,0.69,45,60,30
6-18-01-04,磨工,7419,Metal and plastic workers not elsewhere classified,9,9,0.39,0.69,0.61,65,35,40
6-18-01-05,镗工,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.70,0.55,65,40,30
6-18-01-06,钻床工,8133,Metalworking and plasticworking machine operators,10,9,0.51,0.74,0.59,55,45,40
6-18-01-07,多工序数控机床操作调整工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.73,0.60,65,35,40
6-18-01-08,电切削工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.65,0.60,65,15,70
6-18-01-09,拉床工,8140,Metalworking and plasticworking machine operators,10,9,0.42,0.77,0.64,65,45,30
6-18-01-10,下料工,8130,Metal and plastic workers and related trades workers,10,9,0.45,0.73,0.54,45,75,30
6-18-01-11,铆工,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.68,0.68,45,60,30
6-18-01-12,冲压工,VERIFIED,Matched in ISCO-08 reference,9,9,0.46,0.68,0.60,45,60,30
6-18-01-13,增材制造设备操作员L/S,7919,"Plant and Machine Operators, Not Elsewhere Classified",9,9,0.56,0.80,0.63,65,35,40
6-18-02-01,铸造工,7919,Metalworkers and moulders not elsewhere classified,10,9,0.38,0.70,0.68,65,85,30
6-18-02-02,锻造工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.51,0.70,0.54,45,85,30
6-18-02-03,金属热处理工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.38,0.60,0.65,65,45,30
6-18-02-04,焊工,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.68,0.60,65,85,40
6-18-02-05,机械加工材料切割工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.74,0.53,65,35,40
6-18-02-06,粉末冶金制品制造工,8130,Metal and plastic products machine operators,10,9,0.49,0.70,0.58,65,45,30
6-18-03-01,镀层工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.35,0.66,0.70,65,45,30
6-18-03-02,镀膜工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.40,0.66,0.64,65,35,40
6-18-03-03,涂装工,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.72,0.50,45,60,30
6-18-03-04,喷涂喷焊工,7911,Metalworking and plasticworking machine operators,10,9,0.45,0.68,0.56,65,45,30
6-18-04-01,模具工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.74,0.59,72,45,30
6-18-04-02,模型制作工,7419,Model Makers and Sculptors,10,9,0.39,0.65,0.66,65,45,55
6-18-04-03,磨料制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.45,0.71,0.61,65,45,30
6-18-04-04,磨具制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.68,0.50,55,40,30
6-18-04-05,量具和刃具制造工,7419,Metal and plastic products machinists and toolmakers,10,9,0.40,0.70,0.71,65,45,30
6-18-04-06,工具钳工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.70,0.58,65,45,30
6-19-01-01,工具五金制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.72,0.64,45,60,30
6-19-01-02,建筑五金制品制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.72,0.60,45,60,30
6-19-01-03,锁具制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.77,0.56,45,60,30
6-19-01-04,金属炊具及器皿制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.68,0.55,45,60,30
6-19-01-05,日用五金制品制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.73,0.46,45,60,30
6-19-01-06,搪瓷制品制造工,7911,Metalworking and plastics processing machine operators,10,9,0.42,0.66,0.60,45,60,30
6-19-01-07,眼镜架制作工,7419,Jewellers and precious stone and metal workers,10,9,0.64,0.54,0.36,45,60,30
6-19-01-08,金箔制作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.58,0.60,65,15,70
6-20-01-01,装配钳工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.70,0.55,65,15,70
6-20-01-02,轴承制造工,8130,Metalworking and plasticworking machine operators,10,9,0.36,0.67,0.63,55,40,30
6-20-01-03,齿轮制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.66,0.60,65,40,30
6-20-01-04,减变速机装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.66,0.62,65,45,30
6-20-01-05,链传动部件制造工,8130,Metalworking and plasticworking machine operators,10,9,0.42,0.71,0.58,45,35,20
6-20-01-06,紧固件制造工,8130,Metalworking and plasticworking machine operators,10,9,0.29,0.61,0.70,45,35,20
6-20-01-07,弹簧工,8130,Metal and plastic products machine operators and tool setters,10,9,0.53,0.64,0.58,45,60,30
6-20-02-01,锅炉设备制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.31,0.72,0.60,65,85,40
6-20-02-02,内燃机装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.70,0.60,65,45,70
6-20-02-03,汽轮机装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.73,0.65,65,45,60
6-20-02-04,风电机组制造工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.68,0.58,65,45,30
6-20-03-01,机床装调维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.69,0.55,65,45,60
6-20-03-02,焊接设备装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.64,0.45,65,45,30
6-20-03-03,焊接材料制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.53,0.64,0.42,55,45,30
6-20-04-00,电梯装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.62,0.55,65,75,40
6-20-05-01,泵装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.75,0.49,65,45,30
6-20-05-02,真空设备装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.67,0.55,65,45,30
6-20-05-03,压缩机装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.67,0.60,65,45,30
6-20-05-04,风机装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.64,0.69,65,45,30
6-20-05-05,过滤与分离机械装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.73,0.53,55,45,30
6-20-05-06,气体分离设备装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.68,0.67,65,75,40
6-20-05-07,制冷空调设备装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.75,0.60,55,45,30
6-20-05-08,阀门装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.72,0.59,55,40,30
6-20-05-09,液压液力气动密封件制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.55,0.65,0.45,45,35,30
6-20-06-01,工业炉及电炉装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.60,0.65,65,45,30
6-20-06-02,膜法水处理材料和设备制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.49,0.76,0.51,65,45,40
6-20-06-03,电渗析器制造工,7919,Plant and Machine Operators Not Elsewhere Classified,10,9,0.36,0.64,0.62,45,35,30
6-20-06-04,电动工具制造工,8130,Metal and plastic products machine operators,10,9,0.47,0.72,0.57,55,45,30
6-20-06-05,衡器装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.54,0.73,0.46,65,35,40
6-20-07-01,电影电教设备制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.71,0.57,45,60,30
6-20-07-02,照相机及器材制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.65,0.55,65,45,30
6-20-07-03,复印设备制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.51,0.70,0.57,55,40,30
6-20-07-04,办公小机械制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.70,0.58,45,35,40
6-20-07-05,光学镜头制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.63,0.64,65,35,40
6-20-07-06,静电成像设备耗材制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.46,0.78,0.53,65,35,40
6-20-07-07,办公设备与耗材再制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.65,0.58,65,45,70
6-21-01-01,矿用电机车装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.59,0.52,55,60,40
6-21-01-02,工程机械装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.67,0.63,65,45,30
6-21-02-00,印刷设备装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.67,0.61,65,45,30
